#Locus	Accession	Start	End	Length	RevGeneID	FwdGeneID	RevOperonId	FwdOperonId
locus_0684	NC_002947.4	1138470	1138633	164	PP_0999			
locus_0687	NC_002947.4	1142429	1142864	436	PP_1002	PP_1003	operon 138	
locus_0689	NC_002947.4	1145334	1145473	140	PP_1005			
locus_0690	NC_002947.4	1148063	1148188	126	PP_1006			
locus_0691	NC_002947.4	1149754	1150009	256	PP_1008		operon 139	
locus_0692	NC_002947.4	1151012	1151275	264	PP_1009	PP_1010		
locus_0693	NC_002947.4	1154059	1154136	78		PP_1012		
locus_0694	NC_002947.4	1156298	1156512	215		PP_1014		
locus_0695	NC_002947.4	1157764	1157867	104		PP_1015		operon 141
locus_0696	NC_002947.4	1159155	1159287	133		PP_1016		
locus_0699	NC_002947.4	1163577	1163693	117		PP_1020		
locus_0700	NC_002947.4	1165405	1165615	211	PP_1021	PP_1022		
locus_0701	NC_002947.4	1170410	1170841	432	PP_1025			
locus_0703	NC_002947.4	1173053	1173146	94	PP_1027		operon 143	
locus_0704	NC_002947.4	1174026	1174122	97	PP_1028	PP_1029		
locus_0706	NC_002947.4	1175484	1175569	86		PP_1031		operon 144
locus_0707	NC_002947.4	1177040	1177117	78		PP_1032		
locus_0708	NC_002947.4	1180778	1180947	170	PP_1033	PP_1034		
locus_0710	NC_002947.4	1184385	1184795	411	PP_1036	PP_1037		
locus_0712	NC_002947.4	1190334	1190478	145	PP_1041	PP_1042	operon 145	
locus_0713	NC_002947.4	1193650	1193861	212	PP_1043	PP_1044		
locus_0718	NC_002947.4	1205762	1205850	89	PP_1057			
locus_0719	NC_002947.4	1209001	1209391	391	PP_1058	PP_1059		
locus_0720	NC_002947.4	1212467	1212653	187	PP_1060			
locus_0721	NC_002947.4	1216959	1217094	136	PP_1061	PP_1062		
locus_0725	NC_002947.4	1225425	1225569	145	PP_1070			
locus_0726	NC_002947.4	1226491	1226820	330	PP_1071	PP_1072	operon 147	
locus_0727	NC_002947.4	1232713	1232928	216	PP_1073			
locus_0728	NC_002947.4	1233685	1233785	101	PP_1074			
locus_0730	NC_002947.4	1236189	1236490	302	PP_1076	PP_1077		
locus_0731	NC_002947.4	1239026	1239399	374	PP_1079	PP_1080		
locus_0732	NC_002947.4	1241509	1241599	91		PP_1081		
locus_0733	NC_002947.4	1242467	1242665	199	PP_1082			
locus_0734	NC_002947.4	1242885	1243108	224	PP_1083	PP_1084		
locus_0735	NC_002947.4	1245528	1245645	118	PP_1086	PP_1087		
locus_0736	NC_002947.4	1246600	1246969	370		PP_1088		
locus_0737	NC_002947.4	1248738	1249103	366	PP_1089	PP_1090		
locus_0738	NC_002947.4	1249975	1250078	104	PP_1091			
locus_0740	NC_002947.4	1253355	1253460	106	PP_1096		operon 148	
locus_0741	NC_002947.4	1255501	1255658	158	PP_1097	PP_1098		
locus_0742	NC_002947.4	1257131	1257457	327	PP_1099	PP_1100		
locus_0745	NC_002947.4	1262635	1262747	113	PP_1104			
locus_0746	NC_002947.4	1265420	1265545	126	PP_1106		operon 149	
locus_0747	NC_002947.4	1267988	1268090	103	PP_1108			
locus_0748	NC_002947.4	1269432	1269612	181	PP_1109	PP_1110		
locus_0750	NC_002947.4	1274086	1274566	481	PP_1115			
locus_0751	NC_002947.4	1274804	1275114	311	PP_5462			
locus_0752	NC_002947.4	1275676	1276016	341	PP_5463	PP_5464		
locus_0753	NC_002947.4	1277370	1277963	594	PP_1116			
locus_0754	NC_002947.4	1278174	1278735	562	PP_5465			
locus_0755	NC_002947.4	1279996	1280601	606	PP_1117	PP_5742		
locus_0757	NC_002947.4	1283904	1284062	159	PP_1120	PP_1121	operon 151	
locus_0759	NC_002947.4	1285565	1285662	98		PP_1123		
locus_0760	NC_002947.4	1286520	1286617	98	PP_1124	PP_1125		
locus_0761	NC_002947.4	1291077	1291209	133		PP_1127		
locus_0765	NC_002947.4	1296248	1296812	565	PP_1132	PP_1133		
locus_0766	NC_002947.4	1300178	1300280	103	PP_1134			
locus_0767	NC_002947.4	1301022	1301250	229	PP_1135	PP_1136		
locus_0768	NC_002947.4	1306317	1306501	185	PP_1140		operon 153	
locus_0769	NC_002947.4	1307618	1307910	293	PP_1141	PP_1142		
locus_0770	NC_002947.4	1308289	1308480	192		PP_1143		
locus_0771	NC_002947.4	1311533	1311809	277	PP_1144			
locus_0772	NC_002947.4	1314657	1314806	150	PP_1145	PP_1146		
locus_0773	NC_002947.4	1315503	1315565	63		PP_1147		operon 154
locus_0775	NC_002947.4	1316126	1316260	135		PP_1149		
locus_0776	NC_002947.4	1316378	1316582	205		PP_1150		operon 155
locus_0778	NC_002947.4	1319647	1319791	145		PP_1153		
locus_0780	NC_002947.4	1323856	1324133	278	PP_1155			
locus_0781	NC_002947.4	1325031	1325502	472	PP_1156	PP_16SE		
locus_0782	NC_002947.4	1327025	1327316	292		PP_23SE		
locus_0783	NC_002947.4	1330219	1330349	131		PP_5SE		
locus_0784	NC_002947.4	1330470	1330775	306		PP_1157		
locus_0785	NC_002947.4	1332420	1333674	1255		PP_1159		operon 156
locus_0786	NC_002947.4	1336459	1336627	169		PP_1162		operon 157
locus_0788	NC_002947.4	1339322	1339429	108		PP_1164		
locus_0794	NC_002947.4	1346893	1347295	403	PP_1171		operon 158	
locus_0795	NC_002947.4	1348535	1349287	753	PP_1173			
locus_0796	NC_002947.4	1349423	1350398	976	PP_1174			
locus_0797	NC_002947.4	1351785	1352225	441	PP_1177		operon 159	
locus_0798	NC_002947.4	1352358	1352496	139	PP_1178			
locus_0799	NC_002947.4	1355377	1355469	93	PP_1179	PP_1180	operon 160	
locus_0800	NC_002947.4	1355734	1356124	391		PP_1181		operon 161
locus_0801	NC_002947.4	1359133	1359213	81	PP_1183			
locus_0802	NC_002947.4	1360012	1360134	123	PP_1184	PP_1185		
locus_0803	NC_002947.4	1360741	1360936	196		PP_1186		operon 162
locus_0804	NC_002947.4	1362958	1363307	350		PP_1188		
locus_0806	NC_002947.4	1366700	1366818	119	PP_1191			
locus_0807	NC_002947.4	1367308	1367568	261	PP_1192	PP_1193		
locus_0808	NC_002947.4	1368172	1368353	182		PP_1194		operon 163
locus_0810	NC_002947.4	1373131	1373330	200	PP_1197			
locus_0811	NC_002947.4	1373954	1374380	427	PP_1199	PP_1200	operon 164	
locus_0812	NC_002947.4	1380275	1380535	261	PP_1202			
locus_0813	NC_002947.4	1380613	1380746	134	PP_t67			
locus_0814	NC_002947.4	1380824	1380957	134	PP_t66			
locus_0815	NC_002947.4	1381035	1381249	215	PP_t65	PP_1203		
locus_0817	NC_002947.4	1385031	1385190	160	PP_1205			
locus_0818	NC_002947.4	1386457	1387146	690	PP_1206	PP_1207		
locus_0819	NC_002947.4	1388490	1388770	281	PP_1209	PP_1210		
locus_0820	NC_002947.4	1389245	1389445	201		PP_1211		
locus_0821	NC_002947.4	1389785	1389878	94		PP_1212		
locus_0822	NC_002947.4	1390101	1390193	93		PP_1213		
locus_0823	NC_002947.4	1391970	1392083	114		PP_1214		
locus_0824	NC_002947.4	1392831	1393015	185		PP_1215		operon 165
locus_0825	NC_002947.4	1393541	1393649	109		PP_1216		
locus_0826	NC_002947.4	1395311	1395435	125		PP_1218		operon 166
locus_0830	NC_002947.4	1400838	1401005	168		PP_1225		operon 167
locus_0833	NC_002947.4	1403535	1403614	80	PP_1227			
locus_0835	NC_002947.4	1407101	1407547	447	PP_1229	PP_1230		
locus_0836	NC_002947.4	1409057	1409330	274		PP_1231		
locus_0837	NC_002947.4	1411935	1412056	122	PP_1232	PP_1233		
locus_0840	NC_002947.4	1414469	1414727	259	PP_1236	PP_1237		
locus_0841	NC_002947.4	1415616	1415630	15		PP_1238		operon 168
locus_0843	NC_002947.4	1418253	1418343	91		PP_t14		operon 84
locus_0844	NC_002947.4	1418883	1419238	356	PP_1241			
locus_0845	NC_002947.4	1419512	1419646	135	PP_1242			
locus_0846	NC_002947.4	1420013	1420520	508	PP_1244	PP_1245		
locus_0850	NC_002947.4	1425599	1426102	504		PP_1250		
locus_0851	NC_002947.4	1427525	1427899	375		PP_1251		
locus_0852	NC_002947.4	1429484	1429962	479		PP_1252		
locus_0854	NC_002947.4	1435964	1436115	152	PP_1256			
locus_0857	NC_002947.4	1439670	1440327	658	PP_1259	PP_1260	operon 169	
locus_0858	NC_002947.4	1443063	1443237	175	PP_1261			
locus_0859	NC_002947.4	1444186	1444376	191	PP_1262	PP_1263		
locus_0862	NC_002947.4	1450544	1450816	273	PP_1269	PP_1270		
locus_0863	NC_002947.4	1451723	1451838	116		PP_1271		operon 171
locus_0865	NC_002947.4	1457479	1457641	163	PP_1275	PP_1276		
locus_0868	NC_002947.4	1462925	1463065	141	PP_1280			
locus_0872	NC_002947.4	1472827	1472903	77	PP_1287		operon 172	
locus_0873	NC_002947.4	1474221	1475020	800	PP_1288			
locus_0874	NC_002947.4	1475801	1475937	137	PP_1289	PP_1290		
locus_0875	NC_002947.4	1477066	1477346	281		PP_1291		
locus_0876	NC_002947.4	1478742	1478936	195		PP_1292		operon 173
locus_0877	NC_002947.4	1481738	1481837	100	PP_1295			
locus_0878	NC_002947.4	1482495	1482826	332	PP_1296	PP_1297		
locus_0879	NC_002947.4	1483856	1483922	67		PP_1298		operon 174
locus_0882	NC_002947.4	1488323	1488442	120	PP_1301	PP_1302		
locus_0883	NC_002947.4	1489202	1489403	202		PP_1303		operon 175
locus_0885	NC_002947.4	1494871	1494964	94	PP_1306			
locus_0886	NC_002947.4	1495445	1495571	127	PP_1307	PP_1308		
locus_0887	NC_002947.4	1497278	1497412	135	PP_1309	PP_1310		
locus_0889	NC_002947.4	1499424	1499586	163		PP_1312		
locus_0890	NC_002947.4	1501709	1501898	190	PP_1313			
locus_0891	NC_002947.4	1502940	1503197	258	PP_1314	PP_1315		
locus_0893	NC_002947.4	1504034	1504295	262		PP_1317		operon 176
locus_0894	NC_002947.4	1506880	1506995	116		PP_1320		
locus_0895	NC_002947.4	1509286	1509377	92	PP_1323			
locus_0896	NC_002947.4	1511567	1511743	177	PP_1325	PP_1326	operon 177	
locus_0897	NC_002947.4	1512629	1513361	733		PP_1328		
locus_0901	NC_002947.4	1530175	1530286	112		PP_1343		
locus_0902	NC_002947.4	1531876	1531989	114	PP_1344	PP_1345		
locus_0903	NC_002947.4	1534810	1534991	182		PP_1346		
locus_0904	NC_002947.4	1536210	1536364	155		PP_1347		operon 179
locus_0906	NC_002947.4	1541525	1541624	100	PP_1351	PP_1352		
locus_0907	NC_002947.4	1542111	1542220	110		PP_1353		
locus_0908	NC_002947.4	1543070	1543196	127		PP_1354		
locus_0910	NC_002947.4	1546500	1546663	164	PP_1356	PP_1357		
locus_0913	NC_002947.4	1549016	1549259	244		PP_1360		operon 180
locus_0915	NC_002947.4	1552822	1552959	138	PP_1362	PP_1363		
locus_0918	NC_002947.4	1555814	1556096	283	PP_1366	PP_1367		
locus_0919	NC_002947.4	1556949	1557040	92		PP_5468		
locus_0921	NC_002947.4	1560048	1560215	168	PP_1370		operon 181	
locus_0922	NC_002947.4	1562091	1562258	168	PP_1371	PP_1372		
locus_0923	NC_002947.4	1565329	1565640	312	PP_1373			
locus_0924	NC_002947.4	1565842	1566320	479	PP_1374	PP_1375		
locus_0925	NC_002947.4	1567197	1567516	320		PP_1376		
locus_0926	NC_002947.4	1568864	1569189	326		PP_1377		
locus_0927	NC_002947.4	1570393	1570579	187		PP_1378		operon 182
locus_0931	NC_002947.4	1575015	1575223	209	PP_1382			
locus_0932	NC_002947.4	1576481	1576792	312	PP_1383			
locus_0934	NC_002947.4	1582555	1582811	257	PP_1386	PP_1387	operon 183	
locus_0935	NC_002947.4	1585014	1585388	375	PP_1388	PP_1389		
locus_0937	NC_002947.4	1587406	1587588	183	PP_1391	PP_1392		
locus_0938	NC_002947.4	1589099	1589211	113	PP_1393	PP_1394		
locus_0939	NC_002947.4	1591894	1592095	202	PP_1395	PP_1396		
locus_0941	NC_002947.4	1593279	1593397	119	PP_1398			
locus_0942	NC_002947.4	1593803	1594102	300	PP_1399			
locus_0943	NC_002947.4	1595423	1595675	253	PP_1400			
locus_0944	NC_002947.4	1598762	1598891	130	PP_1402		operon 184	
locus_0945	NC_002947.4	1601184	1601369	186	PP_1403	PP_1404		
locus_0946	NC_002947.4	1601988	1602153	166		PP_5469		
locus_0947	NC_002947.4	1604412	1604543	132	PP_1406			
locus_0948	NC_002947.4	1606251	1606460	210	PP_1407			
locus_0949	NC_002947.4	1606535	1606645	111	PP_t64			
locus_0950	NC_002947.4	1607534	1607876	343	PP_1408			
locus_0952	NC_002947.4	1610265	1610476	212	PP_1411	PP_5470	operon 185	
locus_0953	NC_002947.4	1612078	1612203	126	PP_1412	PP_1413		
locus_0954	NC_002947.4	1614606	1614695	90	PP_1414			
locus_0955	NC_002947.4	1617746	1617917	172	PP_1417		operon 186	
locus_0957	NC_002947.4	1620235	1620434	200	PP_1419	PP_1420	operon 187	
locus_0959	NC_002947.4	1624348	1624480	133	PP_1423	PP_1424		
locus_0960	NC_002947.4	1626839	1627272	434	PP_1426	PP_1427		
locus_0961	NC_002947.4	1627855	1627887	33		PP_1428		operon 188
locus_0963	NC_002947.4	1629457	1629587	131		PP_1430		
locus_0964	NC_002947.4	1631067	1631246	180		PP_1431		operon 189
locus_0966	NC_002947.4	1633907	1634069	163		PP_1433		operon 190
locus_0967	NC_002947.4	1635655	1635823	169		PP_1435		operon 191
locus_0969	NC_002947.4	1639411	1639720	310	PP_1438	PP_1439		
locus_0970	NC_002947.4	1641691	1641779	89	PP_1441			
locus_0971	NC_002947.4	1642173	1642323	151	PP_1442			
locus_0972	NC_002947.4	1644742	1644944	203	PP_1443		operon 192	
locus_0974	NC_002947.4	1648722	1649016	295	PP_1445		operon 193	
locus_0975	NC_002947.4	1651060	1651195	136	PP_1446	PP_1447		
locus_0977	NC_002947.4	1658494	1658638	145	PP_1450			
locus_0979	NC_002947.4	1659768	1659890	123	PP_1452	PP_1453	operon 194	
locus_0980	NC_002947.4	1660491	1660533	43		PP_1454		operon 195
locus_0981	NC_002947.4	1661252	1661328	77		PP_1456		
locus_0982	NC_002947.4	1661797	1661872	76		PP_1457		
locus_0983	NC_002947.4	1664391	1664661	271	PP_1458			
locus_0985	NC_002947.4	1666729	1666998	270	PP_1460	PP_1461	operon 196	
locus_0986	NC_002947.4	1668376	1668556	181		PP_1462		operon 197
locus_0990	NC_002947.4	1670578	1670671	94		PP_1466		
locus_0992	NC_002947.4	1673854	1673967	114		PP_1469		
locus_0993	NC_002947.4	1674751	1674833	83		PP_1470		operon 198
locus_0995	NC_002947.4	1677608	1677737	130		PP_5471		
locus_0996	NC_002947.4	1678158	1678236	79		PP_1473		
locus_0998	NC_002947.4	1680801	1680930	130	PP_1475	PP_1476		
locus_1000	NC_002947.4	1683192	1683421	230		PP_1478		
locus_1001	NC_002947.4	1685123	1685353	231	PP_1480			
locus_1003	NC_002947.4	1689537	1689684	148	PP_1484		operon 199	
locus_1004	NC_002947.4	1690831	1691052	222	PP_1486	PP_1487		
locus_1005	NC_002947.4	1691734	1691903	170		PP_1488		operon 200
locus_1009	NC_002947.4	1700323	1700459	137		PP_1495		
locus_1010	NC_002947.4	1701556	1701648	93		PP_1496		
locus_1011	NC_002947.4	1703152	1703317	166		PP_1497		operon 201
locus_1015	NC_002947.4	1708637	1708855	219	PP_1503			
locus_1016	NC_002947.4	1709234	1709381	148	PP_1504	PP_1505		
locus_1017	NC_002947.4	1712010	1712266	257		PP_1506		
locus_1018	NC_002947.4	1712918	1713056	139		PP_1507		
locus_1019	NC_002947.4	1713732	1713832	101		PP_1508		operon 202
locus_1022	NC_002947.4	1717198	1717301	104	PP_1512	PP_1513		
locus_1023	NC_002947.4	1718079	1718270	192		PP_1514		
locus_1024	NC_002947.4	1720011	1720260	250	PP_1515	PP_1516		
locus_1027	NC_002947.4	1725601	1725676	76	PP_1519			
locus_1031	NC_002947.4	1731088	1731277	190	PP_1525		operon 203	
locus_1032	NC_002947.4	1733870	1733982	113	PP_1526	PP_1527		
locus_1033	NC_002947.4	1736524	1736604	81	PP_1529			
locus_1035	NC_002947.4	1738019	1738085	67	PP_1531		operon 204	
locus_1036	NC_002947.4	1739416	1739448	33	PP_1533		operon 205	
locus_1039	NC_002947.4	1741913	1741995	83	PP_1538			
locus_1041	NC_002947.4	1743173	1743290	118	PP_1540			
locus_1043	NC_002947.4	1744875	1745214	340	PP_1542			
locus_1044	NC_002947.4	1745761	1746078	318	PP_1543			
locus_1045	NC_002947.4	1746466	1746546	81	PP_1544			
locus_1046	NC_002947.4	1747272	1747289	18	PP_1546		operon 207	
locus_1047	NC_002947.4	1747509	1748038	530	PP_5473			
locus_1048	NC_002947.4	1748668	1748998	331	PP_1548	PP_5744		
locus_1049	NC_002947.4	1750236	1750323	88	PP_1549	PP_1550		
locus_1050	NC_002947.4	1750501	1750641	141		PP_1551		
locus_1051	NC_002947.4	1751497	1751593	97		PP_1552		operon 208
locus_1052	NC_002947.4	1753017	1753030	14		PP_1555		operon 209
locus_1054	NC_002947.4	1755286	1755484	199		PP_1559		
locus_1055	NC_002947.4	1755809	1755868	60		PP_1560		operon 210
locus_1056	NC_002947.4	1756411	1756537	127		PP_1562		operon 211
locus_1058	NC_002947.4	1758631	1758641	11		PP_1564		operon 212
locus_1061	NC_002947.4	1762098	1762138	41		PP_1568		operon 213
locus_1067	NC_002947.4	1765916	1765961	46		PP_1577		operon 214
locus_1069	NC_002947.4	1772718	1772817	100		PP_1581		
locus_1071	NC_002947.4	1775898	1775924	27		PP_1583		operon 216
locus_1074	NC_002947.4	1778145	1778340	196	PP_1586	PP_1587		
locus_1077	NC_002947.4	1784901	1785246	346	PP_1590	PP_1591	operon 217	
locus_1078	NC_002947.4	1785985	1786169	185		PP_1592		
locus_1079	NC_002947.4	1787034	1787214	181		PP_1593		operon 218
locus_1085	NC_002947.4	1799831	1800016	186		PP_1606		
locus_1086	NC_002947.4	1803542	1803647	106		PP_1607		
locus_1087	NC_002947.4	1804596	1804766	171		PP_1608		
locus_1089	NC_002947.4	1806237	1806317	81		PP_1610		operon 219
locus_1091	NC_002947.4	1808796	1808949	154		PP_1612		
locus_1092	NC_002947.4	1810240	1810407	168		PP_1613		operon 220
locus_1093	NC_002947.4	1812418	1812521	104	PP_1615	PP_1616		
locus_1095	NC_002947.4	1814501	1814612	112		PP_1618		operon 221
locus_1096	NC_002947.4	1817553	1817858	306		PP_1622		
locus_1097	NC_002947.4	1818648	1818755	108		PP_1623		
locus_1098	NC_002947.4	1819764	1820237	474		PP_1624		
locus_1099	NC_002947.4	1822540	1822679	140	PP_1625			
locus_1100	NC_002947.4	1825254	1825413	160	PP_1626	PP_1627		
locus_1102	NC_002947.4	1827044	1827146	103		PP_1629		operon 222
locus_1104	NC_002947.4	1830102	1830261	160	PP_1631	PP_1632		
locus_1105	NC_002947.4	1830906	1831121	216	PP_1633	PP_1634		
locus_1106	NC_002947.4	1831833	1832011	179		PP_1635		operon 223
locus_1108	NC_002947.4	1834025	1834141	117	PP_1637	PP_1638		
locus_1109	NC_002947.4	1835559	1835689	131	PP_1639			
locus_1110	NC_002947.4	1836290	1836552	263	PP_1640	PP_1641		
locus_1112	NC_002947.4	1839519	1839603	85	PP_1645	PP_1646	operon 224	
locus_1115	NC_002947.4	1844794	1844944	151	PP_1650	PP_1651		
locus_1117	NC_002947.4	1847087	1847279	193		PP_1653		
locus_1118	NC_002947.4	1848246	1848559	314		PP_1654		operon 225
locus_1119	NC_002947.4	1850819	1850914	96		PP_1656		
locus_1120	NC_002947.4	1853156	1853278	123		PP_1657		
locus_1122	NC_002947.4	1854679	1854988	310		PP_1659		operon 226
locus_1123	NC_002947.4	1859409	1859563	155	PP_1662			
locus_1125	NC_002947.4	1861995	1862314	320	PP_1665	PP_1666	operon 227	
locus_1127	NC_002947.4	1864469	1864666	198		PP_1668		
locus_1128	NC_002947.4	1865375	1865495	121		PP_1669		operon 228
locus_1129	NC_002947.4	1866141	1866282	142		PP_1670		
locus_1130	NC_002947.4	1866817	1867278	462		PP_1672		
locus_1131	NC_002947.4	1876033	1876185	153		PP_1682		
locus_1132	NC_002947.4	1877368	1877429	62		PP_1683		operon 230
locus_1135	NC_002947.4	1882564	1882710	147	PP_1689			
locus_1136	NC_002947.4	1883194	1883442	249	PP_1690			
locus_1137	NC_002947.4	1883668	1884617	950	PP_1691	PP_1692		
locus_1138	NC_002947.4	1885038	1885333	296		PP_1694		
locus_1139	NC_002947.4	1890273	1890398	126	PP_1695			
locus_1140	NC_002947.4	1891578	1891758	181	PP_1696	PP_1697		
locus_1141	NC_002947.4	1892491	1892584	94		PP_1698		operon 231
locus_1144	NC_002947.4	1897074	1897290	217	PP_1701			
locus_1145	NC_002947.4	1898212	1898428	217	PP_1702	PP_t15		
locus_1147	NC_002947.4	1898595	1898764	170		PP_t17		
locus_1149	NC_002947.4	1898931	1899449	519		PP_1703		
locus_1150	NC_002947.4	1903476	1903745	270		PP_1705		operon 232
locus_1153	NC_002947.4	1909251	1909470	220	PP_1709		operon 233	
locus_1154	NC_002947.4	1910812	1911106	295	PP_1710	PP_1711		
locus_1155	NC_002947.4	1913472	1913633	162	PP_1712	PP_1713		
locus_1156	NC_002947.4	1914567	1914819	253		PP_1714		
locus_1157	NC_002947.4	1915573	1915860	288		PP_1715		operon 234
locus_1158	NC_002947.4	1916299	1916412	114		PP_1716		
locus_1159	NC_002947.4	1918225	1918341	117	PP_1718			
locus_1160	NC_002947.4	1920457	1920562	106	PP_1719	PP_1720		
locus_1162	NC_002947.4	1925702	1925800	99	PP_1725			
locus_1163	NC_002947.4	1926866	1927192	327	PP_1726	PP_1727	operon 235	
locus_1165	NC_002947.4	1930334	1930437	104	PP_1729			
locus_1166	NC_002947.4	1931728	1931897	170	PP_1730			
locus_1167	NC_002947.4	1932534	1932682	149	PP_1731			
locus_1169	NC_002947.4	1933754	1933862	109	PP_1733			
locus_1170	NC_002947.4	1934691	1934735	45	PP_1734	PP_1735	operon 236	
locus_1173	NC_002947.4	1939056	1939233	178	PP_1738	PP_1739		
locus_1174	NC_002947.4	1941277	1941458	182	PP_1740	PP_1741		
locus_1175	NC_002947.4	1942323	1942526	204		PP_1742		operon 237
locus_1176	NC_002947.4	1944914	1945119	206	PP_1744	PP_1745		
locus_1177	NC_002947.4	1945930	1946049	120		PP_1746		
locus_1178	NC_002947.4	1946472	1946554	83	PP_1747			
locus_1179	NC_002947.4	1947740	1947908	169	PP_1748			
locus_1181	NC_002947.4	1951446	1951575	130	PP_1750		operon 238	
locus_1182	NC_002947.4	1953541	1953676	136	PP_1751	PP_1752		
locus_1183	NC_002947.4	1955171	1955362	192		PP_1753		
locus_1185	NC_002947.4	1959064	1959217	154	PP_1755	PP_1756		
locus_1187	NC_002947.4	1960050	1960176	127		PP_1758		
locus_1188	NC_002947.4	1961110	1961145	36		PP_1759		operon 239
locus_1189	NC_002947.4	1963571	1963788	218		PP_1761		
locus_1191	NC_002947.4	1967990	1968146	157	PP_1763			
locus_1192	NC_002947.4	1969520	1969629	110	PP_1765	PP_1766	operon 240	
locus_1193	NC_002947.4	1970707	1971071	365		PP_1767		
locus_1194	NC_002947.4	1973844	1973990	147		PP_1768		operon 241
locus_1195	NC_002947.4	1976173	1976336	164		PP_1770		operon 242
locus_1197	NC_002947.4	1981062	1981360	299		PP_1773		operon 243
locus_1198	NC_002947.4	1981947	1982048	102		PP_1775		
locus_1199	NC_002947.4	1983483	1983809	327		PP_1776		
locus_1200	NC_002947.4	1985253	1985381	129		PP_1777		operon 244
locus_1201	NC_002947.4	1994749	1996038	1290	PP_1781			
locus_1203	NC_002947.4	1999480	2000059	580	PP_1785	PP_1786	operon 245	
locus_1204	NC_002947.4	2005740	2005985	246	PP_1788			
locus_1205	NC_002947.4	2008963	2009003	41	PP_1791		operon 246	
locus_1208	NC_002947.4	2016393	2018725	2333	PP_1795	PP_1797	operon 247	operon 248
locus_1209	NC_002947.4	2021464	2021901	438		PP_1799		operon 249
locus_1210	NC_002947.4	2026111	2026242	132		PP_1803		operon 250
locus_1213	NC_002947.4	2032245	2032519	275	PP_1807	PP_1808		
locus_1214	NC_002947.4	2036015	2036665	651	PP_5477	PP_1810		
locus_1215	NC_002947.4	2037881	2038336	456	PP_5478			
locus_1216	NC_002947.4	2039480	2039600	121	PP_1811			
locus_1217	NC_002947.4	2039802	2039898	97	PP_1812	PP_1813		
locus_1218	NC_002947.4	2040442	2040624	183	PP_1814	PP_1815		
locus_1219	NC_002947.4	2042556	2042732	177	PP_1816	PP_1817		
locus_1220	NC_002947.4	2044382	2044786	405	PP_1818	PP_1819		
locus_1221	NC_002947.4	2048021	2048158	138	PP_1820	PP_1821		
locus_1224	NC_002947.4	2050508	2050681	174	PP_1824			
locus_1225	NC_002947.4	2051003	2051087	85	PP_1825			
locus_1226	NC_002947.4	2051679	2051859	181	PP_1826	PP_1827	operon 251	
locus_1228	NC_002947.4	2054626	2054859	234	PP_1829	PP_1830		
locus_1229	NC_002947.4	2055952	2056093	142		PP_1831		operon 252
locus_1230	NC_002947.4	2058215	2058450	236	PP_1833	PP_1834		
locus_1232	NC_002947.4	2060629	2060754	126	PP_1836	PP_1837		
locus_1233	NC_002947.4	2060947	2061085	139		PP_1838		operon 253
locus_1234	NC_002947.4	2063144	2063349	206		PP_1839		
locus_1235	NC_002947.4	2063587	2063763	177		PP_1840		
locus_1236	NC_002947.4	2064998	2065526	529	PP_1841	PP_1842		
locus_1238	NC_002947.4	2068056	2068175	120	PP_1844			
locus_1239	NC_002947.4	2068866	2069063	198	PP_1845	PP_t19		
locus_1240	NC_002947.4	2069154	2069626	473		PP_1846		
locus_1241	NC_002947.4	2073408	2073607	200	PP_1847			
locus_1242	NC_002947.4	2073989	2074190	202	PP_1849			
locus_1243	NC_002947.4	2075379	2075484	106	PP_1850	PP_5479		
locus_1244	NC_002947.4	2077159	2077276	118	PP_1852	PP_1853		
locus_1245	NC_002947.4	2079202	2079330	129	PP_1855	PP_1857		
locus_1247	NC_002947.4	2081626	2081765	140	PP_1859			
locus_1249	NC_002947.4	2083234	2083346	113	PP_1861	PP_1862	operon 254	
locus_1250	NC_002947.4	2084977	2085138	162	PP_1863	PP_1864		
locus_1251	NC_002947.4	2085292	2085885	594		PP_1865		
locus_1252	NC_002947.4	2089452	2089567	116	PP_1866	PP_1867		
locus_1253	NC_002947.4	2090324	2090674	351		PP_1868		
locus_1255	NC_002947.4	2094950	2095265	316	PP_1871			
locus_1256	NC_002947.4	2096478	2096644	167	PP_1872	PP_1873		
locus_1258	NC_002947.4	2099890	2100093	204	PP_1875	PP_1876		
locus_1259	NC_002947.4	2102308	2102639	332	PP_1878	PP_t20		
locus_1260	NC_002947.4	2102794	2102885	92		PP_t22		
locus_1262	NC_002947.4	2103041	2103125	85		PP_t24		
locus_1264	NC_002947.4	2107117	2107304	188	PP_1880			
locus_1266	NC_002947.4	2114286	2114480	195	PP_1882	PP_1883		
locus_1268	NC_002947.4	2118791	2118849	59		PP_1885		operon 256
locus_1273	NC_002947.4	2133605	2133823	219	PP_1891		operon 257	
locus_1275	NC_002947.4	2136751	2137140	390	PP_1893	PP_1894		
locus_1276	NC_002947.4	2137765	2137897	133		PP_1895		operon 258
locus_1277	NC_002947.4	2140123	2140264	142	PP_5481	PP_1897		
locus_1278	NC_002947.4	2142479	2142549	71		PP_1898		operon 259
locus_1280	NC_002947.4	2150520	2151316	797	PP_1905	PP_1906		
locus_1281	NC_002947.4	2152274	2152276	3		PP_1907		operon 260
locus_1284	NC_002947.4	2155360	2155372	13		PP_1911		operon 261
locus_1286	NC_002947.4	2156570	2156696	127		PP_1913		
locus_1288	NC_002947.4	2158392	2158594	203		PP_1915		
locus_1289	NC_002947.4	2158832	2159018	187		PP_1916		
