#Locus	Accession	Start	End	Length	RevGeneID	FwdGeneID	RevOperonId	FwdOperonId
locus_1060	NZ_CP015225.1	1760385	1760506	122	TK06_RS07580		operon 270	
locus_1061	NZ_CP015225.1	1761239	1761327	89	TK06_RS07585			
locus_1062	NZ_CP015225.1	1763343	1763473	131	TK06_RS07595	TK06_RS07600	operon 271	operon 272
locus_1063	NZ_CP015225.1	1763798	1763883	86		TK06_RS07605		
locus_1065	NZ_CP015225.1	1767516	1767805	290		TK06_RS07620		
locus_1066	NZ_CP015225.1	1769492	1769750	259	TK06_RS07625	TK06_RS07630		
locus_1067	NZ_CP015225.1	1771578	1771809	232		TK06_RS07635		
locus_1068	NZ_CP015225.1	1772563	1772692	130		TK06_RS07640		operon 273
locus_1069	NZ_CP015225.1	1774187	1774274	88		TK06_RS07645		
locus_1071	NZ_CP015225.1	1776502	1776601	100	TK06_RS07650			
locus_1073	NZ_CP015225.1	1779932	1780101	170	TK06_RS07660	TK06_RS07665	operon 274	
locus_1074	NZ_CP015225.1	1781969	1782214	246	TK06_RS07670	TK06_RS07675		
locus_1075	NZ_CP015225.1	1783742	1783841	100	TK06_RS07680			
locus_1076	NZ_CP015225.1	1785093	1785349	257	TK06_RS07685	TK06_RS07690		operon 275
locus_1079	NZ_CP015225.1	1791101	1791330	230	TK06_RS07705	TK06_RS07710		operon 276
locus_1082	NZ_CP015225.1	1794758	1794800	43		TK06_RS07725		operon 277
locus_1084	NZ_CP015225.1	1795860	1795954	95		TK06_RS07740		
locus_1086	NZ_CP015225.1	1803387	1803630	244	TK06_RS07775	TK06_RS07780	operon 278	
locus_1088	NZ_CP015225.1	1807388	1807478	91		TK06_RS07795		
locus_1089	NZ_CP015225.1	1808834	1808981	148	TK06_RS07800	TK06_RS07805		
locus_1090	NZ_CP015225.1	1812239	1812316	78	TK06_RS07815			
locus_1091	NZ_CP015225.1	1812947	1813131	185	TK06_RS07820		operon 279	
locus_1092	NZ_CP015225.1	1815187	1815385	199	TK06_RS07825			
locus_1093	NZ_CP015225.1	1816994	1817096	103	TK06_RS07830	TK06_RS07835		
locus_1094	NZ_CP015225.1	1817736	1818053	318		TK06_RS07840		
locus_1095	NZ_CP015225.1	1818552	1818799	248		TK06_RS07845		
locus_1096	NZ_CP015225.1	1821684	1821857	174	TK06_RS07850			
locus_1097	NZ_CP015225.1	1822764	1822876	113	TK06_RS07855	TK06_RS07860		
locus_1098	NZ_CP015225.1	1824588	1824680	93	TK06_RS07865	TK06_RS07870		
locus_1099	NZ_CP015225.1	1825497	1825738	242		TK06_RS07875		operon 280
locus_1102	NZ_CP015225.1	1836372	1836507	136		TK06_RS07915		operon 281
locus_1106	NZ_CP015225.1	1843632	1843751	120		TK06_RS07945		
locus_1107	NZ_CP015225.1	1847928	1848392	465		TK06_RS07950		
locus_1108	NZ_CP015225.1	1849524	1850002	479	TK06_RS07955			
locus_1109	NZ_CP015225.1	1854458	1854574	117	TK06_RS07970		operon 282	
locus_1110	NZ_CP015225.1	1855487	1855698	212	TK06_RS07975			
locus_1111	NZ_CP015225.1	1856242	1856806	565	TK06_RS07980	TK06_RS07985		operon 283
locus_1112	NZ_CP015225.1	1857821	1857901	81		TK06_RS07990		
locus_1114	NZ_CP015225.1	1861791	1861908	118		TK06_RS08005		operon 284
locus_1117	NZ_CP015225.1	1867040	1867124	85		TK06_RS08020		
locus_1118	NZ_CP015225.1	1867824	1868019	196		TK06_RS08025		operon 285
locus_1122	NZ_CP015225.1	1872090	1872219	130		TK06_RS08050		
locus_1123	NZ_CP015225.1	1875373	1875475	103	TK06_RS08060	TK06_RS08065	operon 286	
locus_1124	NZ_CP015225.1	1876468	1876738	271	TK06_RS08070			
locus_1127	NZ_CP015225.1	1879708	1879961	254	TK06_RS08080		operon 287	
locus_1128	NZ_CP015225.1	1880898	1881355	458	TK06_RS08085	TK06_RS08090		
locus_1129	NZ_CP015225.1	1883314	1883342	29	TK06_RS31665	TK06_RS08095		operon 288
locus_1130	NZ_CP015225.1	1886574	1886759	186		TK06_RS08115		
locus_1131	NZ_CP015225.1	1888649	1888761	113	TK06_RS08120	TK06_RS08125		
locus_1132	NZ_CP015225.1	1889758	1889879	122		TK06_RS08130		operon 289
locus_1135	NZ_CP015225.1	1895177	1895395	219	TK06_RS08150			
locus_1136	NZ_CP015225.1	1896503	1896841	339	TK06_RS08155	TK06_RS08160		
locus_1138	NZ_CP015225.1	1900710	1900912	203	TK06_RS08170	TK06_RS08175	operon 290	
locus_1140	NZ_CP015225.1	1930442	1930511	70	TK06_RS08200		operon 291	
locus_1141	NZ_CP015225.1	1931487	1931620	134	TK06_RS08205			
locus_1142	NZ_CP015225.1	1932530	1932612	83	TK06_RS08210			
locus_1143	NZ_CP015225.1	1935443	1935732	290	TK06_RS08225	TK06_RS08230	operon 292	
locus_1144	NZ_CP015225.1	1937947	1938320	374		TK06_RS08235		operon 293
locus_1145	NZ_CP015225.1	1940184	1940271	88		TK06_RS08240		
locus_1147	NZ_CP015225.1	1944342	1944659	318	TK06_RS08250	TK06_RS08255		operon 294
locus_1149	NZ_CP015225.1	1948353	1948436	84	TK06_RS08265			
locus_1150	NZ_CP015225.1	1949316	1949831	516	TK06_RS08270		operon 295	
locus_1151	NZ_CP015225.1	1951389	1951558	170	TK06_RS08275	TK06_RS08280		operon 296
locus_1155	NZ_CP015225.1	1959049	1959217	169	TK06_RS08310	TK06_RS08315		operon 297
locus_1156	NZ_CP015225.1	1960313	1960388	76		TK06_RS08320		
locus_1157	NZ_CP015225.1	1961178	1961276	99		TK06_RS08325		
locus_1158	NZ_CP015225.1	1962294	1962760	467		TK06_RS08330		
locus_1160	NZ_CP015225.1	1964453	1964568	116		TK06_RS08340		operon 298
locus_1163	NZ_CP015225.1	1971970	1972323	354	TK06_RS08360		operon 299	
locus_1164	NZ_CP015225.1	1973263	1973375	113	TK06_RS08365	TK06_RS08370		
locus_1166	NZ_CP015225.1	1976386	1976519	134		TK06_RS08380		
locus_1167	NZ_CP015225.1	1976739	1976839	101		TK06_RS08385		
locus_1168	NZ_CP015225.1	1978013	1978160	148	TK06_RS08390	TK06_RS08395		
locus_1169	NZ_CP015225.1	1979689	1980107	419	TK06_RS08400	TK06_RS08405		operon 300
locus_1172	NZ_CP015225.1	1982869	1983025	157		TK06_RS08420		
locus_1173	NZ_CP015225.1	1984076	1984202	127		TK06_RS08425		operon 301
locus_1174	NZ_CP015225.1	1988670	1988914	245	TK06_RS08435	TK06_RS08440		
locus_1175	NZ_CP015225.1	1990142	1990225	84		TK06_RS08445		operon 302
locus_1176	NZ_CP015225.1	1991720	1991818	99		TK06_RS08455		
locus_1177	NZ_CP015225.1	1994231	1994294	64		TK06_RS08460		operon 303
locus_1178	NZ_CP015225.1	1998582	1998846	265	TK06_RS08475			
locus_1180	NZ_CP015225.1	2000527	2000747	221	TK06_RS08485			
locus_1182	NZ_CP015225.1	2001363	2001576	214	TK06_RS08490	TK06_RS08495		
locus_1183	NZ_CP015225.1	2002219	2002493	275		TK06_RS08500		
locus_1186	NZ_CP015225.1	2005419	2005534	116		TK06_RS08515		operon 304
locus_1188	NZ_CP015225.1	2009390	2009557	168	TK06_RS08530		operon 305	
locus_1190	NZ_CP015225.1	2011735	2011839	105	TK06_RS08540			
locus_1193	NZ_CP015225.1	2016949	2017317	369	TK06_RS08565	TK06_RS08570	operon 306	
locus_1194	NZ_CP015225.1	2019857	2019972	116	TK06_RS08575			
locus_1198	NZ_CP015225.1	2024962	2025612	651	TK06_RS08605	TK06_RS08610	operon 307	operon 308
locus_1199	NZ_CP015225.1	2027664	2027743	80		TK06_RS08620		
locus_1200	NZ_CP015225.1	2029515	2029717	203	TK06_RS08625	TK06_RS08630		operon 309
locus_1202	NZ_CP015225.1	2033698	2034355	658	TK06_RS08645	TK06_RS08650	operon 310	
locus_1203	NZ_CP015225.1	2035979	2036140	162		TK06_RS08655		
locus_1204	NZ_CP015225.1	2042071	2042532	462	TK06_RS08665	TK06_RS08670	operon 311	operon 312
locus_1206	NZ_CP015225.1	2044465	2044809	345		TK06_RS08680		
locus_1207	NZ_CP015225.1	2046819	2046984	166	TK06_RS08685			
locus_1209	NZ_CP015225.1	2047842	2048168	327	TK06_RS08695	TK06_RS08700	operon 313	
locus_1210	NZ_CP015225.1	2049420	2049750	331		TK06_RS08705		
locus_1211	NZ_CP015225.1	2051255	2051414	160	TK06_RS08710			
locus_1212	NZ_CP015225.1	2054580	2054766	187	TK06_RS08725	TK06_RS08730	operon 314	operon 315
locus_1213	NZ_CP015225.1	2057265	2057415	151		TK06_RS08740		operon 316
locus_1217	NZ_CP015225.1	2062716	2062809	94	TK06_RS08760	TK06_RS08765		
locus_1218	NZ_CP015225.1	2063704	2063865	162		TK06_RS08770		
locus_1220	NZ_CP015225.1	2069530	2069812	283	TK06_RS08780	TK06_RS08785	operon 317	operon 318
locus_1221	NZ_CP015225.1	2072260	2072615	356		TK06_RS08795		operon 319
locus_1223	NZ_CP015225.1	2074534	2074609	76		TK06_RS08805		
locus_1224	NZ_CP015225.1	2075414	2075519	106		TK06_RS08810		
locus_1226	NZ_CP015225.1	2078188	2078290	103		TK06_RS08825		
locus_1227	NZ_CP015225.1	2080647	2081262	616	TK06_RS08830	TK06_RS08835		
locus_1229	NZ_CP015225.1	2084155	2084265	111		TK06_RS08845		operon 320
locus_1231	NZ_CP015225.1	2087092	2087187	96		TK06_RS08855		
locus_1232	NZ_CP015225.1	2088244	2088699	456		TK06_RS08860		operon 321
locus_1235	NZ_CP015225.1	2096442	2096642	201	TK06_RS08885	TK06_RS08890	operon 322	operon 323
locus_1243	NZ_CP015225.1	2110248	2110538	291	TK06_RS08945		operon 324	
locus_1244	NZ_CP015225.1	2111781	2112136	356	TK06_RS08950			
locus_1245	NZ_CP015225.1	2113250	2113341	92	TK06_RS08955	TK06_RS08960		operon 325
locus_1247	NZ_CP015225.1	2117878	2118178	301	TK06_RS08970			
locus_1248	NZ_CP015225.1	2120171	2120364	194	TK06_RS08975	TK06_RS08980		operon 326
locus_1249	NZ_CP015225.1	2122176	2122261	86		TK06_RS08990		
locus_1252	NZ_CP015225.1	2125883	2126217	335	TK06_RS09005		operon 327	
locus_1253	NZ_CP015225.1	2127184	2127478	295	TK06_RS09010	TK06_RS09015		
locus_1254	NZ_CP015225.1	2128907	2129046	140		TK06_RS09020		operon 328
locus_1257	NZ_CP015225.1	2131565	2131714	150		TK06_RS09035		operon 329
locus_1259	NZ_CP015225.1	2136030	2136185	156		TK06_RS30695		
locus_1261	NZ_CP015225.1	2140539	2140723	185	TK06_RS09065	TK06_RS09070		
locus_1262	NZ_CP015225.1	2142245	2142346	102		TK06_RS09075		operon 330
locus_1266	NZ_CP015225.1	2152414	2152550	137	TK06_RS09115		operon 331	
locus_1267	NZ_CP015225.1	2153568	2153766	199	TK06_RS09120	TK06_RS09125		
locus_1269	NZ_CP015225.1	2159226	2159608	383	TK06_RS09135		operon 332	
locus_1271	NZ_CP015225.1	2160707	2160902	196	TK06_RS09145	TK06_RS30705		
locus_1272	NZ_CP015225.1	2161653	2161840	188	TK06_RS09150			
locus_1275	NZ_CP015225.1	2165931	2166499	569	TK06_RS09165		operon 333	
locus_1280	NZ_CP015225.1	2179349	2179705	357	TK06_RS09225		operon 334	
locus_1281	NZ_CP015225.1	2180360	2180659	300	TK06_RS09230	TK06_RS09235		
locus_1282	NZ_CP015225.1	2181542	2181742	201		TK06_RS09240		
locus_1285	NZ_CP015225.1	2187884	2188254	371	TK06_RS09255			
locus_1286	NZ_CP015225.1	2189728	2189847	120	TK06_RS09260			
locus_1288	NZ_CP015225.1	2193268	2193653	386	TK06_RS09270	TK06_RS09275		
locus_1290	NZ_CP015225.1	2199563	2199729	167	TK06_RS09285	TK06_RS09290		operon 335
locus_1293	NZ_CP015225.1	2205596	2205929	334	TK06_RS09320		operon 336	
locus_1294	NZ_CP015225.1	2207685	2208100	416	TK06_RS09330	TK06_RS09335	operon 337	operon 338
locus_1298	NZ_CP015225.1	2211649	2212188	540		TK06_RS09355		
locus_1299	NZ_CP015225.1	2212663	2212779	117		TK06_RS09360		operon 339
locus_1301	NZ_CP015225.1	2213720	2213818	99		TK06_RS09370		
locus_1302	NZ_CP015225.1	2214893	2214994	102		TK06_RS09375		
locus_1303	NZ_CP015225.1	2215940	2217134	1195		TK06_RS09385		operon 340
locus_1306	NZ_CP015225.1	2219063	2219208	146	TK06_RS30715			
locus_1307	NZ_CP015225.1	2220643	2220726	84	TK06_RS09395			
locus_1308	NZ_CP015225.1	2221456	2221550	95	TK06_RS30720			
locus_1309	NZ_CP015225.1	2222991	2223040	50	TK06_RS09400		operon 341	
locus_1312	NZ_CP015225.1	2227008	2227222	215	TK06_RS30725		operon 342	
locus_1313	NZ_CP015225.1	2228035	2228162	128	TK06_RS30730			
locus_1314	NZ_CP015225.1	2229180	2229652	473	TK06_RS09415	TK06_RS09420		operon 343
locus_1316	NZ_CP015225.1	2233356	2233438	83	TK06_RS09430			
locus_1318	NZ_CP015225.1	2234770	2234870	101	TK06_RS09440	TK06_RS09445	operon 344	
locus_1319	NZ_CP015225.1	2236423	2236569	147	TK06_RS09450	TK06_RS09455		
locus_1320	NZ_CP015225.1	2237467	2237568	102		TK06_RS30735		
locus_1321	NZ_CP015225.1	2239462	2239803	342	TK06_RS09465			
locus_1322	NZ_CP015225.1	2240680	2240877	198	TK06_RS09470	TK06_RS09475		
locus_1323	NZ_CP015225.1	2241496	2241714	219		TK06_RS09480		operon 345
locus_1325	NZ_CP015225.1	2244907	2245832	926	TK06_RS09495			
locus_1326	NZ_CP015225.1	2246907	2247365	459	TK06_RS09500			
locus_1327	NZ_CP015225.1	2249024	2249191	168	TK06_RS09510		operon 346	
locus_1328	NZ_CP015225.1	2249402	2250536	1135	TK06_RS09515	TK06_RS09520		
locus_1329	NZ_CP015225.1	2251512	2251857	346		TK06_RS09525		
locus_1330	NZ_CP015225.1	2252338	2252442	105		TK06_RS09530		
locus_1333	NZ_CP015225.1	2258003	2258131	129	TK06_RS09545		operon 347	
locus_1334	NZ_CP015225.1	2258579	2258850	272	TK06_RS09550			
locus_1337	NZ_CP015225.1	2262707	2262895	189	TK06_RS09565	TK06_RS09570	operon 348	
locus_1338	NZ_CP015225.1	2263790	2264104	315		TK06_RS09575		
locus_1339	NZ_CP015225.1	2266168	2266296	129	TK06_RS09580	TK06_RS09585		
locus_1340	NZ_CP015225.1	2267380	2267541	162		TK06_RS09590		
locus_1341	NZ_CP015225.1	2269644	2270141	498	TK06_RS09595			
locus_1342	NZ_CP015225.1	2270544	2270691	148	TK06_RS09600			
locus_1343	NZ_CP015225.1	2271278	2271739	462	TK06_RS09610		operon 349	
locus_1344	NZ_CP015225.1	2272901	2273105	205	TK06_RS09615			
locus_1345	NZ_CP015225.1	2274579	2274665	87	TK06_RS09620			
locus_1346	NZ_CP015225.1	2274873	2275028	156	TK06_RS09625		operon 350	
locus_1347	NZ_CP015225.1	2277141	2277424	284	TK06_RS09630	TK06_RS09635		operon 351
locus_1349	NZ_CP015225.1	2281078	2281437	360	TK06_RS09650	TK06_RS09655		operon 352
locus_1351	NZ_CP015225.1	2283334	2283445	112		TK06_RS09665		
locus_1352	NZ_CP015225.1	2284781	2285203	423		TK06_RS09670		
locus_1353	NZ_CP015225.1	2286575	2286746	172		TK06_RS09675		
locus_1354	NZ_CP015225.1	2289574	2289766	193	TK06_RS09680			
locus_1357	NZ_CP015225.1	2292345	2292399	55	TK06_RS09695		operon 353	
locus_1359	NZ_CP015225.1	2295624	2296178	555	TK06_RS09705	TK06_RS09710	operon 354	
locus_1360	NZ_CP015225.1	2296743	2296992	250		TK06_RS09715		
locus_1362	NZ_CP015225.1	2300618	2300940	323		TK06_RS09725		operon 355
locus_1363	NZ_CP015225.1	2303540	2303861	322		TK06_RS09735		
locus_1364	NZ_CP015225.1	2305191	2305523	333		TK06_RS30740		
locus_1365	NZ_CP015225.1	2305599	2305670	72		TK06_RS09745		operon 356
locus_1367	NZ_CP015225.1	2308760	2309169	410		TK06_RS09765		
locus_1369	NZ_CP015225.1	2315414	2315844	431	TK06_RS09780		operon 357	
locus_1371	NZ_CP015225.1	2317981	2318080	100	TK06_RS09790			
locus_1372	NZ_CP015225.1	2318435	2318594	160	TK06_RS09795			
locus_1373	NZ_CP015225.1	2319483	2319668	186	TK06_RS09800	TK06_RS09805		
locus_1374	NZ_CP015225.1	2320560	2320608	49		TK06_RS09810		operon 358
locus_1380	NZ_CP015225.1	2327724	2327782	59	TK06_RS09840		operon 359	
locus_1381	NZ_CP015225.1	2329094	2329385	292	TK06_RS09845	TK06_RS09850		
locus_1383	NZ_CP015225.1	2331312	2332152	841		TK06_RS09860		
locus_1384	NZ_CP015225.1	2333190	2333285	96	TK06_RS09865			
locus_1386	NZ_CP015225.1	2336034	2336894	861	TK06_RS09875	TK06_RS09880		operon 360
locus_1387	NZ_CP015225.1	2340398	2340548	151		TK06_RS09900		operon 361
locus_1389	NZ_CP015225.1	2342257	2342541	285		TK06_RS09915		
locus_1390	NZ_CP015225.1	2344560	2345020	461		TK06_RS30755		
locus_1391	NZ_CP015225.1	2346278	2346481	204		TK06_RS09930		
locus_1392	NZ_CP015225.1	2346887	2347008	122		TK06_RS09935		
locus_1393	NZ_CP015225.1	2347492	2347629	138		TK06_RS09940		
locus_1394	NZ_CP015225.1	2347933	2348100	168		TK06_RS09945		operon 362
locus_1396	NZ_CP015225.1	2353864	2353982	119		TK06_RS09980		operon 363
locus_1400	NZ_CP015225.1	2362009	2362377	369		TK06_RS10025		
locus_1401	NZ_CP015225.1	2362873	2363039	167		TK06_RS10030		operon 364
locus_1402	NZ_CP015225.1	2367643	2367833	191	TK06_RS30770	TK06_RS10055		
locus_1403	NZ_CP015225.1	2369676	2369935	260		TK06_RS10060		
locus_1404	NZ_CP015225.1	2371119	2371657	539	TK06_RS10065	TK06_RS10070		
locus_1405	NZ_CP015225.1	2371991	2372531	541		TK06_RS30775		
locus_1406	NZ_CP015225.1	2374048	2374750	703	TK06_RS10075			
locus_1407	NZ_CP015225.1	2376388	2376934	547	TK06_RS10085		operon 365	
locus_1408	NZ_CP015225.1	2377301	2377873	573	TK06_RS30780	TK06_RS10095		operon 366
locus_1411	NZ_CP015225.1	2387698	2387939	242		TK06_RS10120		
locus_1414	NZ_CP015225.1	2391524	2391640	117	TK06_RS10135		operon 367	
locus_1416	NZ_CP015225.1	2393452	2393701	250	TK06_RS10150	TK06_RS10155	operon 368	
locus_1417	NZ_CP015225.1	2394418	2394521	104	TK06_RS10160			
locus_1418	NZ_CP015225.1	2394717	2394847	131	TK06_RS10165	TK06_RS10170		
locus_1419	NZ_CP015225.1	2395311	2395430	120		TK06_RS10175		operon 369
locus_1421	NZ_CP015225.1	2397277	2398008	732	TK06_RS31685			
locus_1422	NZ_CP015225.1	2401612	2401993	382	TK06_RS10200		operon 370	
locus_1423	NZ_CP015225.1	2403629	2403787	159	TK06_RS10205	TK06_RS10210		
locus_1424	NZ_CP015225.1	2404441	2404761	321	TK06_RS10215	TK06_RS10220		
locus_1427	NZ_CP015225.1	2412038	2412164	127	TK06_RS10240		operon 371	
locus_1429	NZ_CP015225.1	2413369	2413981	613	TK06_RS10250	TK06_RS10255	operon 372	
locus_1430	NZ_CP015225.1	2416093	2416502	410	TK06_RS10260	TK06_RS10265		
locus_1431	NZ_CP015225.1	2417373	2417467	95		TK06_RS10270		
locus_1432	NZ_CP015225.1	2417750	2417875	126		TK06_RS10275		operon 373
locus_1435	NZ_CP015225.1	2425208	2425376	169	TK06_RS10300			
locus_1437	NZ_CP015225.1	2426705	2426809	105	TK06_RS10310	TK06_RS10315	operon 374	operon 375
locus_1438	NZ_CP015225.1	2428885	2429186	302		TK06_RS10325		operon 376
locus_1440	NZ_CP015225.1	2431363	2431552	190		TK06_RS10335		
locus_1441	NZ_CP015225.1	2434668	2434799	132	TK06_RS10340	TK06_RS10345		operon 377
locus_1443	NZ_CP015225.1	2438778	2438915	138	TK06_RS10355			
locus_1445	NZ_CP015225.1	2440940	2441173	234	TK06_RS10365		operon 378	
locus_1449	NZ_CP015225.1	2444612	2444932	321	TK06_RS10390		operon 379	
locus_1450	NZ_CP015225.1	2445275	2445352	78	TK06_RS10395			
locus_1453	NZ_CP015225.1	2448203	2448303	101	TK06_RS10415		operon 380	
locus_1454	NZ_CP015225.1	2449309	2449482	174	TK06_RS10420			
locus_1456	NZ_CP015225.1	2454325	2455158	834	TK06_RS10430	TK06_RS10435	operon 381	operon 382
locus_1458	NZ_CP015225.1	2456456	2456532	77		TK06_RS10450		
locus_1459	NZ_CP015225.1	2458065	2458179	115	TK06_RS10455			
locus_1460	NZ_CP015225.1	2460472	2460627	156	TK06_RS10460	TK06_RS10465		
locus_1462	NZ_CP015225.1	2465815	2466317	503	TK06_RS10475	TK06_RS10480		operon 383
locus_1463	NZ_CP015225.1	2469645	2469870	226	TK06_RS10490	TK06_RS10495		
locus_1465	NZ_CP015225.1	2470948	2471163	216		TK06_RS10505		operon 384
locus_1467	NZ_CP015225.1	2474229	2474445	217	TK06_RS10515	TK06_RS10520		
locus_1468	NZ_CP015225.1	2474968	2475184	217		TK06_RS10525		
locus_1469	NZ_CP015225.1	2476180	2476277	98	TK06_RS10530			
locus_1470	NZ_CP015225.1	2478390	2478664	275	TK06_RS10535		operon 385	
locus_1472	NZ_CP015225.1	2484418	2484497	80	TK06_RS10555			
locus_1473	NZ_CP015225.1	2485542	2485747	206	TK06_RS10560	TK06_RS10565	operon 386	
locus_1475	NZ_CP015225.1	2488695	2488982	288	TK06_RS10575		operon 387	
locus_1476	NZ_CP015225.1	2489868	2489997	130	TK06_RS10580	TK06_RS10585		
locus_1477	NZ_CP015225.1	2491642	2491773	132		TK06_RS10590		
locus_1478	NZ_CP015225.1	2495915	2496011	97	TK06_RS10595			
locus_1479	NZ_CP015225.1	2497490	2497603	114	TK06_RS10605		operon 388	
locus_1480	NZ_CP015225.1	2498012	2498253	242	TK06_RS10610	TK06_RS10615		
locus_1481	NZ_CP015225.1	2500201	2500872	672		TK06_RS10620		
locus_1482	NZ_CP015225.1	2502174	2502461	288	TK06_RS10625	TK06_RS10630		
locus_1483	NZ_CP015225.1	2503686	2503826	141	TK06_RS10635			
locus_1484	NZ_CP015225.1	2504757	2505065	309	TK06_RS10640			
locus_1485	NZ_CP015225.1	2505438	2505715	278	TK06_RS10645			
locus_1486	NZ_CP015225.1	2505989	2506170	182	TK06_RS10650	TK06_RS10655		
locus_1487	NZ_CP015225.1	2507943	2508110	168	TK06_RS10660	TK06_RS10665		operon 389
locus_1490	NZ_CP015225.1	2512103	2512439	337	TK06_RS10680	TK06_RS10685		operon 390
locus_1493	NZ_CP015225.1	2520940	2521163	224	TK06_RS10700		operon 391	
locus_1494	NZ_CP015225.1	2523162	2524029	868	TK06_RS10705			
locus_1495	NZ_CP015225.1	2524153	2524228	76	TK06_RS30795	TK06_RS30800		operon 392
locus_1497	NZ_CP015225.1	2529024	2529160	137	TK06_RS10725	TK06_RS10730		
locus_1498	NZ_CP015225.1	2529398	2529750	353		TK06_RS10735		
locus_1499	NZ_CP015225.1	2531164	2531284	121		TK06_RS10740		
locus_1500	NZ_CP015225.1	2533551	2533629	79	TK06_RS10745			
locus_1501	NZ_CP015225.1	2534509	2534736	228	TK06_RS10750	TK06_RS10755	operon 393	
locus_1502	NZ_CP015225.1	2538135	2538426	292	TK06_RS10765			
locus_1503	NZ_CP015225.1	2539213	2539319	107	TK06_RS10770			
locus_1504	NZ_CP015225.1	2540070	2540367	298	TK06_RS10775	TK06_RS10780		
locus_1505	NZ_CP015225.1	2541520	2541620	101		TK06_RS10785		
locus_1506	NZ_CP015225.1	2544939	2545261	323	TK06_RS10790	TK06_RS10795		
locus_1507	NZ_CP015225.1	2545703	2545771	69		TK06_RS10800		operon 394
locus_1510	NZ_CP015225.1	2549849	2550042	194	TK06_RS10820	TK06_RS10825		
locus_1511	NZ_CP015225.1	2551866	2551987	122	TK06_RS10830			
locus_1512	NZ_CP015225.1	2552963	2553077	115	TK06_RS10835			
locus_1513	NZ_CP015225.1	2554631	2554948	318	TK06_RS10845	TK06_RS10850	operon 395	
locus_1514	NZ_CP015225.1	2557795	2558093	299	TK06_RS10860	TK06_RS10865	operon 396	
locus_1517	NZ_CP015225.1	2560243	2560352	110		TK06_RS10875		
locus_1518	NZ_CP015225.1	2561300	2561441	142	TK06_RS10880	TK06_RS10885		
locus_1519	NZ_CP015225.1	2562372	2562509	138		TK06_RS10890		
locus_1520	NZ_CP015225.1	2563848	2563983	136	TK06_RS10895	TK06_RS10900		operon 397
locus_1521	NZ_CP015225.1	2565590	2566192	603		TK06_RS30820		
locus_1522	NZ_CP015225.1	2566451	2567106	656		TK06_RS10915		operon 398
locus_1525	NZ_CP015225.1	2573988	2574035	48		TK06_RS10945		operon 399
locus_1527	NZ_CP015225.1	2577160	2577260	101	TK06_RS10955	TK06_RS10960		
locus_1528	NZ_CP015225.1	2579716	2580014	299	TK06_RS10970	TK06_RS10975	operon 400	operon 401
locus_1529	NZ_CP015225.1	2583605	2583680	76		TK06_RS10995		
locus_1530	NZ_CP015225.1	2585031	2585140	110		TK06_RS11000		
locus_1532	NZ_CP015225.1	2587254	2587461	208		TK06_RS11010		operon 402
locus_1534	NZ_CP015225.1	2589032	2589208	177		TK06_RS11025		
locus_1535	NZ_CP015225.1	2591465	2591641	177	TK06_RS11030	TK06_RS11035		
locus_1536	NZ_CP015225.1	2592572	2592768	197		TK06_RS11040		operon 403
locus_1537	NZ_CP015225.1	2593171	2593262	92		TK06_RS11045		
locus_1538	NZ_CP015225.1	2596514	2596711	198	TK06_RS11050	TK06_RS11055		operon 404
locus_1541	NZ_CP015225.1	2602950	2603080	131	TK06_RS11075	TK06_RS11080		
locus_1542	NZ_CP015225.1	2603423	2603915	493		TK06_RS11085		
locus_1543	NZ_CP015225.1	2606741	2606908	168	TK06_RS11095	TK06_RS11100	operon 405	operon 406
locus_1544	NZ_CP015225.1	2608381	2608821	441	TK06_RS11110	TK06_RS11115		
locus_1545	NZ_CP015225.1	2610091	2610248	158		TK06_RS11120		
locus_1546	NZ_CP015225.1	2612477	2612695	219	TK06_RS11125	TK06_RS11130		
locus_1547	NZ_CP015225.1	2614103	2614228	126		TK06_RS11135		
locus_1548	NZ_CP015225.1	2615693	2615825	133	TK06_RS11140			
locus_1549	NZ_CP015225.1	2617866	2618105	240	TK06_RS11145	TK06_RS11150		
locus_1550	NZ_CP015225.1	2619324	2619495	172		TK06_RS11155		operon 407
locus_1551	NZ_CP015225.1	2622852	2623220	369	TK06_RS11165			
locus_1552	NZ_CP015225.1	2625093	2625194	102	TK06_RS11170			
locus_1554	NZ_CP015225.1	2625590	2625737	148	TK06_RS11180			
locus_1555	NZ_CP015225.1	2628135	2628295	161	TK06_RS11185			
locus_1556	NZ_CP015225.1	2629580	2629686	107	TK06_RS11190			
locus_1557	NZ_CP015225.1	2630329	2630421	93	TK06_RS11195			
locus_1558	NZ_CP015225.1	2631733	2631861	129	TK06_RS11200			
locus_1559	NZ_CP015225.1	2633566	2633704	139	TK06_RS11205			
locus_1560	NZ_CP015225.1	2633896	2635010	1115	TK06_RS31695			
locus_1563	NZ_CP015225.1	2635348	2635628	281	TK06_RS11220	TK06_RS11225		
locus_1564	NZ_CP015225.1	2636484	2636797	314		TK06_RS11230		
locus_1565	NZ_CP015225.1	2637944	2638043	100	TK06_RS11235			
locus_1566	NZ_CP015225.1	2638722	2639181	460	TK06_RS11240			
locus_1568	NZ_CP015225.1	2640210	2640348	139	TK06_RS11250	TK06_RS11255	operon 408	
locus_1569	NZ_CP015225.1	2642394	2642675	282	TK06_RS11260	TK06_RS11265		
