Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name
Pf6N2E2_1019	TK06_RS05140	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	N2E2	P. fluorescens N2E2
Pf6N2E2_1020	TK06_RS05145	TonB-dependent receptor	N2E2	P. fluorescens N2E2
Pf6N2E2_1021	TK06_RS05150	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	N2E2	P. fluorescens N2E2
Pf6N2E2_1022	TK06_RS05155	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_1023	TK06_RS05160	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	N2E2	P. fluorescens N2E2
Pf6N2E2_1024	TK06_RS05165	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	N2E2	P. fluorescens N2E2
Pf6N2E2_1025	TK06_RS05170	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	N2E2	P. fluorescens N2E2
Pf6N2E2_1026	TK06_RS05175	Rhodanese-related sulfurtransferase	N2E2	P. fluorescens N2E2
Pf6N2E2_1027	TK06_RS05180	Cysteine dioxygenase (EC 1.13.11.20)	N2E2	P. fluorescens N2E2
Pf6N2E2_1028	TK06_RS05185	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1029	TK06_RS05190	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	N2E2	P. fluorescens N2E2
Pf6N2E2_1030	TK06_RS05195	Alkanesulfonate monooxygenase (EC 1.14.14.5)	N2E2	P. fluorescens N2E2
Pf6N2E2_1031	TK06_RS05200	Alkanesulfonates transport system permease protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1032	TK06_RS05205	Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB	N2E2	P. fluorescens N2E2
Pf6N2E2_1033	TK06_RS05210	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	N2E2	P. fluorescens N2E2
Pf6N2E2_1034	TK06_RS05215	Ferric siderophore transport system, periplasmic binding protein TonB	N2E2	P. fluorescens N2E2
Pf6N2E2_1035	TK06_RS05220	MotA/TolQ/ExbB proton channel family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1036	TK06_RS05225	Biopolymer transport protein ExbD/TolR	N2E2	P. fluorescens N2E2
Pf6N2E2_1037	TK06_RS05235	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1038	TK06_RS05240	citrate transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1039	TK06_RS05245	Gluconolactonase	N2E2	P. fluorescens N2E2
Pf6N2E2_1040	TK06_RS05250	Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1041	TK06_RS05255	Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1042	TK06_RS05260	Nitrate/nitrite transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1043	TK06_RS05265	Transcriptional regulator, IclR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1044	TK06_RS05270	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1045	TK06_RS05275	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1046	TK06_RS05280	Enoyl-CoA hydratase (EC 4.2.1.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_1047	TK06_RS05285	Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase	N2E2	P. fluorescens N2E2
Pf6N2E2_1048	TK06_RS05290	Transcriptional regulator, HxlR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1049	TK06_RS05295	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1050	TK06_RS05305	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_1051	TK06_RS05310	Probable NADH-dependent flavin oxidoreductase yqiG (EC 1.-.-.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1052	TK06_RS05315	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1053	TK06_RS05320	Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase	N2E2	P. fluorescens N2E2
Pf6N2E2_1054	TK06_RS05325	integrase, putative	N2E2	P. fluorescens N2E2
Pf6N2E2_1055	TK06_RS05330	Transcriptional regulator MexT	N2E2	P. fluorescens N2E2
Pf6N2E2_1056	TK06_RS05335	Quinone oxidoreductase (EC 1.6.5.5)	N2E2	P. fluorescens N2E2
Pf6N2E2_1057	TK06_RS05340	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1058	TK06_RS05345	FIG000557: hypothetical protein co-occurring with RecR	N2E2	P. fluorescens N2E2
Pf6N2E2_1059	TK06_RS05350	Phosphoglucomutase (EC 5.4.2.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_1060	TK06_RS05355	Pirin	N2E2	P. fluorescens N2E2
Pf6N2E2_1062	TK06_RS05360	UvrD/REP helicase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1064	TK06_RS05365	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1065	TK06_RS05370	Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	N2E2	P. fluorescens N2E2
Pf6N2E2_1066	TK06_RS05375	Permease of the drug/metabolite transporter (DMT) superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_1067	TK06_RS05380	Glyceraldehyde-3-phosphate dehydrogenase, putative	N2E2	P. fluorescens N2E2
Pf6N2E2_1068	TK06_RS05385	outer membrane autotransporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1069	TK06_RS05390	autotransporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1070	TK06_RS05395	Endonuclease/Exonuclease/phosphatase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1072	TK06_RS05400	LmbE-like protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1073	TK06_RS05405	Glycogen debranching enzyme (EC 3.2.1.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1074	TK06_RS05410	FIG00953356: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1075	TK06_RS05415	Malto-oligosyltrehalose synthase (EC 5.4.99.15)	N2E2	P. fluorescens N2E2
Pf6N2E2_1076	TK06_RS05420	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	N2E2	P. fluorescens N2E2
Pf6N2E2_1077	TK06_RS05425	Malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141)	N2E2	P. fluorescens N2E2
Pf6N2E2_1078	TK06_RS05430	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	N2E2	P. fluorescens N2E2
Pf6N2E2_1079	TK06_RS05435	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	N2E2	P. fluorescens N2E2
Pf6N2E2_1080	TK06_RS05440	hydrolase, alpha/beta fold family	N2E2	P. fluorescens N2E2
Pf6N2E2_1081	TK06_RS05445	probable membrane protein YPO3302	N2E2	P. fluorescens N2E2
Pf6N2E2_1082	TK06_RS05450	CopG protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1084	TK06_RS05455	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1085	TK06_RS05460	Fe2+/Zn2+ uptake regulation proteins	N2E2	P. fluorescens N2E2
Pf6N2E2_1086	TK06_RS05465	Acyl-homoserine lactone acylase PvdQ (EC 3.5.1.-), quorum-quenching	N2E2	P. fluorescens N2E2
Pf6N2E2_1087	TK06_RS05470	Iron siderophore sensor protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1088	TK06_RS05475	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1089	TK06_RS05480	Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21) / Delta 1-pyrroline-2-carboxylate reductase (EC 1.5.1.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_1090	TK06_RS05485	Transcriptional regulator for ferulate or vanillate catabolism	N2E2	P. fluorescens N2E2
Pf6N2E2_1091	TK06_RS05490	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1; Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1092	TK06_RS05495	Probable vanillate O-demethylase oxygenase subunit oxidoreductase protein (EC 1.14.13.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1093	TK06_RS05500	Transcriptional regulatory protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1094	TK06_RS05505	Opine oxidase subunit B	N2E2	P. fluorescens N2E2
Pf6N2E2_1095	TK06_RS05510	Opine oxidase subunit C	N2E2	P. fluorescens N2E2
Pf6N2E2_1096	TK06_RS05515	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_1097	TK06_RS05520	Translation initiation inhibitor	N2E2	P. fluorescens N2E2
Pf6N2E2_1098	TK06_RS05525	Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1099	TK06_RS05530	Hypothetical protein GlcG in glycolate utilization operon	N2E2	P. fluorescens N2E2
Pf6N2E2_1100	TK06_RS05535	L-rhamnose operon transcriptional activator RhaR	N2E2	P. fluorescens N2E2
Pf6N2E2_1101	TK06_RS05540	Transporter, LysE family	N2E2	P. fluorescens N2E2
Pf6N2E2_1102	TK06_RS05545	Aldehyde dehydrogenase A (EC 1.2.1.22)	N2E2	P. fluorescens N2E2
Pf6N2E2_1103	TK06_RS05550	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.n4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1104	TK06_RS05555	Gluconate dehydratase (EC 4.2.1.39)	N2E2	P. fluorescens N2E2
Pf6N2E2_1105	TK06_RS05560	Nitrate/nitrite transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1106	TK06_RS05565	Chromosome initiation inhibitor	N2E2	P. fluorescens N2E2
Pf6N2E2_1107	TK06_RS05570	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1108	TK06_RS05575	Methyltransferase (EC 2.1.1.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1109	TK06_RS05580	Mobile element protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1110	TK06_RS05585	FIG00964414: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1111	TK06_RS05590	cell wall degradation protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1112	TK06_RS05595	NAD(P)H oxidoreductase YRKL (EC 1.6.99.-) @ Putative NADPH-quinone reductase (modulator of drug activity B) @ Flavodoxin 2	N2E2	P. fluorescens N2E2
Pf6N2E2_1113	TK06_RS05600	Transcriptional regulator, TetR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1114	TK06_RS05605	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1115	TK06_RS05610	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1116	TK06_RS05615	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	N2E2	P. fluorescens N2E2
Pf6N2E2_1117	TK06_RS05620	Mobile element protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1118	TK06_RS05625	FIG054297: Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_1119	TK06_RS05630	FIG160596: Signaling protein with membrane-bound sensor domain and GGDEF domain	N2E2	P. fluorescens N2E2
Pf6N2E2_1120	TK06_RS05635	TonB-dependent receptor, in a cluster with 3-phytase	N2E2	P. fluorescens N2E2
Pf6N2E2_1121	TK06_RS05640	3-phytase precursor (EC 3.1.3.8)	N2E2	P. fluorescens N2E2
Pf6N2E2_1122	TK06_RS05645	MotA/TolQ/ExbB proton channel family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1123	TK06_RS05650	Tol biopolymer transport system, TolR protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1124	TK06_RS05655	Ferric siderophore transport system, periplasmic binding protein TonB	N2E2	P. fluorescens N2E2
Pf6N2E2_1125	TK06_RS05660	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_1126	TK06_RS05665	Two-component system regulatory protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1127	TK06_RS05670	Sensory box histidine kinase/response regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_1128	TK06_RS05675	Two-component response regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_1129	TK06_RS05680	Sensor histidine kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_1130	TK06_RS05685	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1131	TK06_RS05690	RNA polymerase sigma-70 factor, ECF subfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_1132	TK06_RS05695	Fe2+-dicitrate sensor, membrane component	N2E2	P. fluorescens N2E2
Pf6N2E2_1133	TK06_RS05700	TonB-dependent ferric achromobactin receptor protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1134	TK06_RS05705	Ribosomal protein S3AE	N2E2	P. fluorescens N2E2
Pf6N2E2_1135	TK06_RS05710	COGs COG3558	N2E2	P. fluorescens N2E2
Pf6N2E2_1136	TK06_RS05715	Transcriptional regulator, TetR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1137	TK06_RS05720	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	N2E2	P. fluorescens N2E2
Pf6N2E2_1138	TK06_RS05725	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_1139	TK06_RS05730	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	N2E2	P. fluorescens N2E2
Pf6N2E2_1140	TK06_RS05735	Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_1141	TK06_RS05740	Lipid-A-disaccharide synthase (EC 2.4.1.182)	N2E2	P. fluorescens N2E2
Pf6N2E2_1142	TK06_RS05745	Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB	N2E2	P. fluorescens N2E2
Pf6N2E2_1143	TK06_RS05750	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases	N2E2	P. fluorescens N2E2
Pf6N2E2_1144	TK06_RS05755	Probable acyl-CoA dehydrogenase (EC 1.3.99.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_1145	TK06_RS05760	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	N2E2	P. fluorescens N2E2
Pf6N2E2_1146	TK06_RS05765	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_1147	TK06_RS05770	Enoyl-CoA hydratase [valine degradation] (EC 4.2.1.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_1148	TK06_RS05775	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_1149	TK06_RS05780	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_1150	TK06_RS05785	CBS-domain-containing membrane protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1151	TK06_RS05790	UDP-glucose dehydrogenase (EC 1.1.1.22)	N2E2	P. fluorescens N2E2
Pf6N2E2_1152	TK06_RS05795	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1153	TK06_RS05800	small molecule metabolism; degradation; fatty acid	N2E2	P. fluorescens N2E2
Pf6N2E2_1154	TK06_RS05805	FIG00978082: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1155	TK06_RS05810	Cyn operon transcriptional activator	N2E2	P. fluorescens N2E2
Pf6N2E2_1156	TK06_RS05815	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1157	TK06_RS05820	hypothetical protein possibly connected to lactam utilization and allophanate hydrolase	N2E2	P. fluorescens N2E2
Pf6N2E2_1158	TK06_RS05825	Cyn operon transcriptional activator	N2E2	P. fluorescens N2E2
Pf6N2E2_1159	TK06_RS05830	Sialic acid transporter (permease) NanT	N2E2	P. fluorescens N2E2
Pf6N2E2_1160	TK06_RS05835	Tricarboxylate porin OpdH	N2E2	P. fluorescens N2E2
Pf6N2E2_1161	TK06_RS05840	FIG00961921: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1162	TK06_RS05845	Transmembrane amino acid efflux protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1163	TK06_RS05850	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1164	TK06_RS05860	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1165	TK06_RS05865	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1166	TK06_RS05875	Mobile element protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1167	TK06_RS05880	Transposase	N2E2	P. fluorescens N2E2
Pf6N2E2_1168	TK06_RS05885	Transposase	N2E2	P. fluorescens N2E2
Pf6N2E2_1169	TK06_RS05890	TnpR protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1170	TK06_RS05895	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	N2E2	P. fluorescens N2E2
Pf6N2E2_1171	TK06_RS05900	LysR family transcriptional regulator PA2877	N2E2	P. fluorescens N2E2
Pf6N2E2_1172	TK06_RS05905	Short-chain dehydrogenase/reductase SDR	N2E2	P. fluorescens N2E2
Pf6N2E2_1173	TK06_RS05915	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1174	TK06_RS05920	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1175	TK06_RS05925	VgrG protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1176	TK06_RS05930	Mll2356 protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1177	TK06_RS05935	putative exported protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1178	TK06_RS05940	3-oxoacyl-(acyl-carrier-protein) synthase	N2E2	P. fluorescens N2E2
Pf6N2E2_1179	TK06_RS05950	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1180	TK06_RS05955	FOG: HEAT repeat	N2E2	P. fluorescens N2E2
Pf6N2E2_1181	TK06_RS05960	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	N2E2	P. fluorescens N2E2
Pf6N2E2_1182	TK06_RS05965	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1183	TK06_RS05970	Major facilitator family transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_1184	TK06_RS05975	L-Proline/Glycine betaine transporter ProP	N2E2	P. fluorescens N2E2
Pf6N2E2_1185	TK06_RS05980	Acetylornithine deacetylase (EC 3.5.1.16)	N2E2	P. fluorescens N2E2
Pf6N2E2_1186	TK06_RS05985	Permease of the drug/metabolite transporter (DMT) superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_1187	TK06_RS05990	Probable nikkomycin biosynthesis protein, carboxylase	N2E2	P. fluorescens N2E2
Pf6N2E2_1188	TK06_RS05995	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_1189	TK06_RS06000	Thioredoxin reductase (EC 1.8.1.9)	N2E2	P. fluorescens N2E2
Pf6N2E2_1190	TK06_RS06005	Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase	N2E2	P. fluorescens N2E2
Pf6N2E2_1191	TK06_RS06010	Thiaminase II (EC 3.5.99.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_1192	TK06_RS06015	Transcriptional regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_1193	TK06_RS06020	Outer membrane porin, OprD family	N2E2	P. fluorescens N2E2
Pf6N2E2_1194	TK06_RS06025	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1195	TK06_RS06030	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1196	TK06_RS06035	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1197	TK06_RS06040	Octaprenyl diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	N2E2	P. fluorescens N2E2
Pf6N2E2_1198	TK06_RS06045	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1199	TK06_RS06050	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1200	TK06_RS06055	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1201	TK06_RS06060	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1202	TK06_RS06065	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1203	TK06_RS06070	Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)	N2E2	P. fluorescens N2E2
Pf6N2E2_1204	TK06_RS06075	Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	N2E2	P. fluorescens N2E2
Pf6N2E2_1205	TK06_RS06080	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_1206	TK06_RS06085	protein of unknown function UPF0153	N2E2	P. fluorescens N2E2
Pf6N2E2_1207	TK06_RS06090	Epoxide hydrolase (EC 3.3.2.9)	N2E2	P. fluorescens N2E2
Pf6N2E2_1208	TK06_RS06095	Epoxide hydrolase (EC 3.3.2.9)	N2E2	P. fluorescens N2E2
Pf6N2E2_1209	TK06_RS06100	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1210	TK06_RS06105	putative aminotransferase	N2E2	P. fluorescens N2E2
Pf6N2E2_1211	TK06_RS06110	Lactoylglutathione lyase	N2E2	P. fluorescens N2E2
Pf6N2E2_1212	TK06_RS06115	Oxidoreductase, short chain dehydrogenase/reductase family	N2E2	P. fluorescens N2E2
Pf6N2E2_1214	TK06_RS06120	C-terminal domain of CinA type S; Protein Implicated in DNA repair function with RecA and MutS	N2E2	P. fluorescens N2E2
Pf6N2E2_1215	TK06_RS06125	probable membrane protein YPO2362	N2E2	P. fluorescens N2E2
Pf6N2E2_1216	TK06_RS06130	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	N2E2	P. fluorescens N2E2
Pf6N2E2_1217	TK06_RS06135	Gll2069 protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1218	TK06_RS06140	HemK family modification methylase PA2179	N2E2	P. fluorescens N2E2
Pf6N2E2_1219	TK06_RS06145	FIG00955186: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1221	TK06_RS06150	sodium/hydrogen exchanger family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1222	TK06_RS06155	FIG00954310: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1223	TK06_RS06160	Amino acid transporters	N2E2	P. fluorescens N2E2
Pf6N2E2_1224	TK06_RS06165	Two-component hybrid sensor and regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_1225	TK06_RS06170	DinG family ATP-dependent helicase CPE1197	N2E2	P. fluorescens N2E2
Pf6N2E2_1226	TK06_RS06175	Hypothetical protein, restriction endonuclease-like VRR-NUC domain	N2E2	P. fluorescens N2E2
Pf6N2E2_1227	TK06_RS06180	FIG00955097: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1228	TK06_RS06185	Lipase (EC 3.1.1.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_1229	TK06_RS06190	Serine protease homologue	N2E2	P. fluorescens N2E2
Pf6N2E2_1230	TK06_RS06195	Ferric iron ABC transporter, permease protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1231	TK06_RS06200	ABC-type protease exporter, outer membrane component PrtF/AprF	N2E2	P. fluorescens N2E2
Pf6N2E2_1232	TK06_RS06205	ABC-type protease exporter, membrane fusion protein (MFP) family component PrtE/AprE	N2E2	P. fluorescens N2E2
Pf6N2E2_1233	TK06_RS06210	ABC-type protease exporter, ATP-binding component PrtD/AprD	N2E2	P. fluorescens N2E2
Pf6N2E2_1234	TK06_RS06215	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1235	TK06_RS06220	Secreted alkaline metalloproteinase (EC 3.4.24.-), PrtA/B/C/G homolog	N2E2	P. fluorescens N2E2
Pf6N2E2_1236	TK06_RS06225	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1237	TK06_RS06230	Putative transport protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1238	TK06_RS06235	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1239	TK06_RS06240	Putative TEGT family carrier/transport protein	N2E2	P. fluorescens N2E2
Pf6N2E2_6105	TK06_RS06245	tRNA-Ser-TGA	N2E2	P. fluorescens N2E2
Pf6N2E2_1240	TK06_RS06250	Membrane protease family protein y2843	N2E2	P. fluorescens N2E2
Pf6N2E2_1241	TK06_RS06260	sensor histidine kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_1242	TK06_RS06270	Uricase (urate oxidase) (EC 1.7.3.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_1243	TK06_RS06275	FIG00953437: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1244	TK06_RS06280	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1245	TK06_RS06285	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1246	TK06_RS06290	FIG00961372: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1247	TK06_RS06295	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1248	TK06_RS06300	MutT/nudix family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1249	TK06_RS06305	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_1250	TK06_RS06310	Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	N2E2	P. fluorescens N2E2
Pf6N2E2_1251	TK06_RS06315	Similar to non-heme chloroperoxidase, sll5080 homolog	N2E2	P. fluorescens N2E2
Pf6N2E2_1252	TK06_RS06320	Catalase (EC 1.11.1.6)	N2E2	P. fluorescens N2E2
Pf6N2E2_1253	TK06_RS06325	transcriptional regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_1254	TK06_RS06330	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_1255	TK06_RS06335	NADH dehydrogenase (EC 1.6.99.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_1256	TK06_RS06340	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_1257	TK06_RS06345	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	N2E2	P. fluorescens N2E2
Pf6N2E2_1258	TK06_RS06350	FIG00960119: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_1259	TK06_RS06355	Isochorismatase (EC 3.3.2.1)	N2E2	P. fluorescens N2E2
