locusId	sysName	scaffoldId	begin	end	strand	type	desc
TK06_RS02455	Pf6N2E2_491	NZ_CP015225.1	558482	558835	+	1	hypothetical protein
TK06_RS02460	Pf6N2E2_492	NZ_CP015225.1	559109	559729	+	1	Transcriptional regulator RutR of pyrimidine catabolism (TetR family)
TK06_RS30490	TK06_RS30490	NZ_CP015225.1	559785	560831	-	1	RHS repeat-associated core domain-containing protein
TK06_RS02470	Pf6N2E2_494	NZ_CP015225.1	560925	561418	+	1	Transcriptional regulator RutR of pyrimidine catabolism (TetR family)
TK06_RS30495	TK06_RS30495	NZ_CP015225.1	561448	562563	-	1	RHS repeat-associated core domain-containing protein
TK06_RS02480	Pf6N2E2_496	NZ_CP015225.1	562747	564021	-	1	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)
TK06_RS02485	Pf6N2E2_497	NZ_CP015225.1	564022	565389	-	1	Pyridine nucleotide-disulphide oxidoreductase associated with reductive pyrimidine catabolism
TK06_RS02490	Pf6N2E2_498	NZ_CP015225.1	565573	567012	-	1	Dihydropyrimidinase (EC 3.5.2.2)
TK06_RS02495	Pf6N2E2_499	NZ_CP015225.1	567621	569099	+	1	Possible pyrimidine permease in reductive pathway
TK06_RS02500	Pf6N2E2_500	NZ_CP015225.1	569178	570461	+	1	Beta-ureidopropionase (EC 3.5.1.6)
TK06_RS02505	Pf6N2E2_501	NZ_CP015225.1	570546	572030	+	1	Sensory box transcriptional regulator, LuxR family
TK06_RS02510	Pf6N2E2_502	NZ_CP015225.1	572270	572515	+	1	hypothetical protein
TK06_RS02515	Pf6N2E2_503	NZ_CP015225.1	572701	574086	-	1	sensor histidine kinase
TK06_RS02520	Pf6N2E2_504	NZ_CP015225.1	574064	574747	-	1	DNA-binding response regulator
TK06_RS02525	Pf6N2E2_506	NZ_CP015225.1	575016	575342	+	1	Hydrogen cyanide synthase HcnA / Opine oxidase subunit C
TK06_RS02530	Pf6N2E2_507	NZ_CP015225.1	575339	576748	+	1	Hydrogen cyanide synthase HcnB / Opine oxidase subunit A
TK06_RS02535	Pf6N2E2_508	NZ_CP015225.1	576741	578003	+	1	Hydrogen cyanide synthase HcnC / Opine oxidase subunit B
TK06_RS02540	Pf6N2E2_509	NZ_CP015225.1	578285	578890	-	1	Glutathione S-transferase, unnamed subgroup 2 (EC 2.5.1.18)
TK06_RS02545	Pf6N2E2_510	NZ_CP015225.1	578921	579844	-	1	Predicted transcriptional regulator of the myo-inositol catabolic operon
TK06_RS02550	Pf6N2E2_512	NZ_CP015225.1	580158	582095	+	1	5-keto-2-deoxygluconokinase (EC 2.7.1.92) / uncharacterized domain
TK06_RS02555	Pf6N2E2_513	NZ_CP015225.1	582290	583183	+	1	Inosose dehydratase (EC 4.2.1.44)
TK06_RS02560	Pf6N2E2_514	NZ_CP015225.1	583180	583989	+	1	5-deoxy-glucuronate isomerase (EC 5.3.1.-)
TK06_RS02565	Pf6N2E2_515	NZ_CP015225.1	584020	585522	+	1	Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)
TK06_RS02570	Pf6N2E2_516	NZ_CP015225.1	585558	586379	+	1	Inosose isomerase (EC 5.3.99.-)
TK06_RS02575	Pf6N2E2_517	NZ_CP015225.1	586528	588459	+	1	Epi-inositol hydrolase (EC 3.7.1.-)
TK06_RS02580	Pf6N2E2_518	NZ_CP015225.1	588491	589501	+	1	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)
TK06_RS02585	Pf6N2E2_519	NZ_CP015225.1	589541	590593	+	1	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)
TK06_RS02590	Pf6N2E2_522	NZ_CP015225.1	590940	591866	+	1	Inositol transport system sugar-binding protein
TK06_RS02595	Pf6N2E2_523	NZ_CP015225.1	591944	593497	+	1	Inositol transport system ATP-binding protein
TK06_RS02600	Pf6N2E2_524	NZ_CP015225.1	593646	594668	+	1	Inositol transport system permease protein
TK06_RS02605	Pf6N2E2_525	NZ_CP015225.1	594996	595400	+	1	C4-type zinc finger protein, DksA/TraR family
TK06_RS02610	Pf6N2E2_526	NZ_CP015225.1	595581	597185	+	1	Methyl-accepting chemotaxis protein
TK06_RS02615	Pf6N2E2_527	NZ_CP015225.1	597400	597636	-	1	hypothetical protein
TK06_RS02620	Pf6N2E2_528	NZ_CP015225.1	597724	597954	-	1	FIG00961088: hypothetical protein
TK06_RS30500	TK06_RS30500	NZ_CP015225.1	598084	598320	-	1	hypothetical protein
TK06_RS02630	Pf6N2E2_529	NZ_CP015225.1	598747	599196	+	1	FIG00954439: hypothetical protein
TK06_RS02635	Pf6N2E2_530	NZ_CP015225.1	599368	600378	+	1	Histidine transporter, periplasmic histidine-binding protein
TK06_RS02640	Pf6N2E2_531	NZ_CP015225.1	600519	600956	+	1	FIG00966599: hypothetical protein
TK06_RS30505	TK06_RS30505	NZ_CP015225.1	601148	601276	-	1	Na+/H+ antiporter subunit G
TK06_RS30510	TK06_RS30510	NZ_CP015225.1	601441	601569	-	1	Na+/H+ antiporter subunit G
TK06_RS02650	Pf6N2E2_533	NZ_CP015225.1	601734	602087	-	1	Na(+) H(+) antiporter subunit G
TK06_RS02655	Pf6N2E2_534	NZ_CP015225.1	602084	602362	-	1	Na(+) H(+) antiporter subunit F
TK06_RS02660	Pf6N2E2_535	NZ_CP015225.1	602359	602847	-	1	Na(+) H(+) antiporter subunit E
TK06_RS02665	Pf6N2E2_536	NZ_CP015225.1	602844	604529	-	1	Na(+) H(+) antiporter subunit D
TK06_RS02670	Pf6N2E2_537	NZ_CP015225.1	604526	604870	-	1	Na(+) H(+) antiporter subunit C
TK06_RS02675	Pf6N2E2_538	NZ_CP015225.1	604870	607794	-	1	Na(+) H(+) antiporter subunit A; Na(+) H(+) antiporter subunit B
TK06_RS02680	Pf6N2E2_540	NZ_CP015225.1	608001	609023	-	1	Permease of the drug/metabolite transporter (DMT) superfamily
TK06_RS02685	Pf6N2E2_541	NZ_CP015225.1	609018	609581	+	1	Transcriptional regulator, Cro/CI family
TK06_RS02690	Pf6N2E2_542	NZ_CP015225.1	610330	611763	+	1	hypothetical protein
TK06_RS02695	Pf6N2E2_543	NZ_CP015225.1	612214	613329	-	1	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)
TK06_RS02700	Pf6N2E2_544	NZ_CP015225.1	613483	614250	-	1	Short-chain dehydrogenase/reductase SDR
TK06_RS02705	Pf6N2E2_545	NZ_CP015225.1	614275	615342	-	1	Predicted aminoglycoside phosphotransferase
TK06_RS02710	Pf6N2E2_546	NZ_CP015225.1	615541	615936	+	1	FIG00966904: hypothetical protein
TK06_RS02715	Pf6N2E2_547	NZ_CP015225.1	616158	616700	-	1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
TK06_RS02720	Pf6N2E2_548	NZ_CP015225.1	616714	618723	-	1	VgrG protein
TK06_RS02725	TK06_RS02725	NZ_CP015225.1	618735	619301	-	1	hypothetical protein
TK06_RS02730	Pf6N2E2_549	NZ_CP015225.1	619344	621887	-	1	ClpB protein
TK06_RS02735	Pf6N2E2_550	NZ_CP015225.1	621889	622914	-	1	Uncharacterized protein ImpH/VasB
TK06_RS02740	Pf6N2E2_551	NZ_CP015225.1	622878	624668	-	1	Protein ImpG/VasA
TK06_RS02745	Pf6N2E2_552	NZ_CP015225.1	624652	625095	-	1	Uncharacterized protein ImpF
TK06_RS02750	Pf6N2E2_553	NZ_CP015225.1	625109	625606	-	1	Uncharacterized protein ImpD
TK06_RS02755	Pf6N2E2_554	NZ_CP015225.1	625804	627285	-	1	Uncharacterized protein ImpC
TK06_RS02760	Pf6N2E2_555	NZ_CP015225.1	627315	627875	-	1	Uncharacterized protein ImpB
TK06_RS30515	TK06_RS30515	NZ_CP015225.1	627890	628075	+	1	hypothetical protein
TK06_RS02765	Pf6N2E2_557	NZ_CP015225.1	628100	628549	+	1	Uncharacterized protein homologous to Paeru. PA2364
TK06_RS02770	Pf6N2E2_558	NZ_CP015225.1	628613	629944	+	1	Uncharacterized protein ImpJ/VasE
TK06_RS02775	Pf6N2E2_559	NZ_CP015225.1	629963	630727	+	1	Inner membrane protein DotU
TK06_RS02780	Pf6N2E2_560	NZ_CP015225.1	630724	634548	+	1	IcmF-related protein
TK06_RS02785	Pf6N2E2_561	NZ_CP015225.1	634545	635627	+	1	Uncharacterized protein ImpA
TK06_RS02790	Pf6N2E2_562	NZ_CP015225.1	635624	636577	-	1	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
TK06_RS02795	Pf6N2E2_563	NZ_CP015225.1	636957	638237	+	1	Serine transporter
TK06_RS02800	Pf6N2E2_564	NZ_CP015225.1	638550	641159	-	1	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)
TK06_RS02805	Pf6N2E2_566	NZ_CP015225.1	641568	642038	+	1	hypothetical protein
TK06_RS31455	TK06_RS31455	NZ_CP015225.1	642022	642234	+	1	hypothetical protein
TK06_RS02810	Pf6N2E2_567	NZ_CP015225.1	642224	643087	-	1	Universal stress protein family 7
TK06_RS02815	Pf6N2E2_568	NZ_CP015225.1	643266	643871	+	1	tRNA-(ms[2]io[6]A)-hydroxylase (EC 1.-.-.-)
TK06_RS02820	Pf6N2E2_569	NZ_CP015225.1	644069	644557	-	1	FIG00793915: hypothetical protein
TK06_RS02825	Pf6N2E2_570	NZ_CP015225.1	644685	645302	-	1	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)
TK06_RS02830	Pf6N2E2_571	NZ_CP015225.1	645326	646408	-	1	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
TK06_RS31460	TK06_RS31460	NZ_CP015225.1	646800	647033	+	1	hypothetical protein
TK06_RS02840	Pf6N2E2_573	NZ_CP015225.1	647101	648555	-	1	Potassium uptake protein TrkH
TK06_RS02845	Pf6N2E2_574	NZ_CP015225.1	648699	649286	+	1	Transporter, LysE family
TK06_RS31465	TK06_RS31465	NZ_CP015225.1	649272	649460	-	1	hypothetical protein
TK06_RS02850	Pf6N2E2_575	NZ_CP015225.1	649505	650329	-	1	Transcriptional regulator, AraC family
TK06_RS02855	Pf6N2E2_576	NZ_CP015225.1	650468	651430	+	1	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)
TK06_RS02860	TK06_RS02860	NZ_CP015225.1	651557	652003	-	1	hypothetical protein
TK06_RS02865	Pf6N2E2_577	NZ_CP015225.1	652073	653641	-	1	Mobile element protein
TK06_RS02870	Pf6N2E2_578	NZ_CP015225.1	653703	654053	-	1	Mobile element protein
TK06_RS30520	TK06_RS30520	NZ_CP015225.1	654035	654403	-	1	IS66 family insertion sequence hypothetical protein
TK06_RS02875	Pf6N2E2_580	NZ_CP015225.1	655017	655811	-	1	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)
TK06_RS02880	Pf6N2E2_581	NZ_CP015225.1	655831	657441	-	1	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
TK06_RS02885	Pf6N2E2_582	NZ_CP015225.1	657443	658462	-	1	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)
TK06_RS02890	Pf6N2E2_583	NZ_CP015225.1	658464	659537	-	1	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
TK06_RS02895	Pf6N2E2_584	NZ_CP015225.1	659542	661395	-	1	ABC transporter, periplasmic substrate-binding protein
TK06_RS02900	Pf6N2E2_585	NZ_CP015225.1	661392	663224	-	1	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)
TK06_RS02905	Pf6N2E2_586	NZ_CP015225.1	663474	664922	-	1	Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)
TK06_RS02910	Pf6N2E2_587	NZ_CP015225.1	665022	665789	-	1	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)
TK06_RS02915	Pf6N2E2_588	NZ_CP015225.1	665855	666613	+	1	FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)
TK06_RS02920	Pf6N2E2_589	NZ_CP015225.1	666703	667155	+	1	Ribonuclease HI (EC 3.1.26.4)
TK06_RS02925	Pf6N2E2_590	NZ_CP015225.1	667357	668118	+	1	DNA polymerase III epsilon subunit (EC 2.7.7.7)
TK06_RS02930	Pf6N2E2_591	NZ_CP015225.1	668446	669060	+	1	Streptothricin acetyltransferase, Streptomyces lavendulae type
TK06_RS02935	Pf6N2E2_592	NZ_CP015225.1	669026	669919	-	1	Transcriptional regulators, LysR family
TK06_RS02940	Pf6N2E2_593	NZ_CP015225.1	670006	670269	-	1	FIG00958166: hypothetical protein
TK06_RS02945	Pf6N2E2_594	NZ_CP015225.1	670455	671012	+	1	FMN reductase, NADPH-dependent
TK06_RS02950	Pf6N2E2_595	NZ_CP015225.1	671210	671560	+	1	Arsenical resistance operon repressor
TK06_RS02955	Pf6N2E2_596	NZ_CP015225.1	671598	672881	+	1	Arsenic efflux pump protein
TK06_RS02960	Pf6N2E2_597	NZ_CP015225.1	673002	673967	-	1	FIG00953564: hypothetical protein
TK06_RS02965	Pf6N2E2_599	NZ_CP015225.1	674239	675129	+	1	NAD kinase (EC 2.7.1.23)
TK06_RS02970	Pf6N2E2_600	NZ_CP015225.1	675129	676100	+	1	Diadenosine tetraphosphatase and related serine/threonine protein phosphatases
TK06_RS02975	Pf6N2E2_601	NZ_CP015225.1	676097	676969	+	1	GlpG protein (membrane protein of glp regulon)
TK06_RS02980	Pf6N2E2_602	NZ_CP015225.1	677015	677275	+	1	FIG00954117: hypothetical protein
TK06_RS02985	Pf6N2E2_603	NZ_CP015225.1	677272	678102	+	1	FIG00953934: hypothetical protein
TK06_RS02990	Pf6N2E2_604	NZ_CP015225.1	678116	680773	+	1	Membrane alanine aminopeptidase N (EC 3.4.11.2)
TK06_RS02995	Pf6N2E2_605	NZ_CP015225.1	681162	682214	+	1	FIG002465: BNR repeat protein
TK06_RS03000	Pf6N2E2_606	NZ_CP015225.1	682258	684633	+	1	FIG005548: transport protein
TK06_RS31470	TK06_RS31470	NZ_CP015225.1	684853	685032	-	1	hypothetical protein
TK06_RS31475	TK06_RS31475	NZ_CP015225.1	685061	685204	+	1	aldo/keto reductase
TK06_RS03005	Pf6N2E2_607	NZ_CP015225.1	685441	690153	-	1	hypothetical protein
TK06_RS03010	Pf6N2E2_608	NZ_CP015225.1	690286	691044	-	1	Transcriptional regulator of the arabinose operon in Shewanella, GntR family
TK06_RS03015	Pf6N2E2_609	NZ_CP015225.1	691355	693091	-	1	L-arabonate dehydratase (EC 4.2.1.25)
TK06_RS03020	Pf6N2E2_610	NZ_CP015225.1	693285	694607	+	1	Nitrate/nitrite transporter
TK06_RS03025	Pf6N2E2_611	NZ_CP015225.1	694827	695819	+	1	SUGAR TRANSPORTER
TK06_RS03030	Pf6N2E2_612	NZ_CP015225.1	695832	697412	+	1	Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)
TK06_RS03035	Pf6N2E2_613	NZ_CP015225.1	697531	697869	+	1	lipoprotein, putative
TK06_RS03040	Pf6N2E2_614	NZ_CP015225.1	697856	699031	+	1	3-carboxymuconate cyclase
TK06_RS03045	Pf6N2E2_615	NZ_CP015225.1	699188	699367	+	1	FIG00957600: hypothetical protein
TK06_RS03050	Pf6N2E2_616	NZ_CP015225.1	699810	700412	-	1	hypothetical protein
TK06_RS03055	Pf6N2E2_617	NZ_CP015225.1	700409	704050	-	1	Probable glutathione S-transferase
TK06_RS03060	Pf6N2E2_618	NZ_CP015225.1	704047	705291	-	1	Exonuclease SbcC
TK06_RS31480	TK06_RS31480	NZ_CP015225.1	705410	705511	-	1	N-acetyltransferase
TK06_RS31485	TK06_RS31485	NZ_CP015225.1	705487	705615	+	1	GIY-YIG nuclease family protein
TK06_RS03065	Pf6N2E2_619	NZ_CP015225.1	705629	707266	-	1	Exonuclease SbcD
TK06_RS03070	Pf6N2E2_620	NZ_CP015225.1	707263	708999	-	1	BatD
TK06_RS03075	Pf6N2E2_621	NZ_CP015225.1	708996	710075	-	1	TPR domain protein in aerotolerance operon
TK06_RS03080	Pf6N2E2_622	NZ_CP015225.1	710068	710562	-	1	BatA (Bacteroides aerotolerance operon)
TK06_RS03085	Pf6N2E2_623	NZ_CP015225.1	710559	711503	-	1	FIG00954674: hypothetical protein
TK06_RS03090	Pf6N2E2_624	NZ_CP015225.1	711513	712472	-	1	hypothetical protein PA3071
TK06_RS03095	Pf6N2E2_625	NZ_CP015225.1	713074	713442	+	1	MoxR-like ATPase in aerotolerance operon
TK06_RS03100	Pf6N2E2_626	NZ_CP015225.1	713777	713962	+	1	hypothetical protein
TK06_RS03105	Pf6N2E2_627	NZ_CP015225.1	714234	715211	-	1	2-ketogluconate 6-phosphate reductase (EC 1.1.1.43)
TK06_RS03110	Pf6N2E2_628	NZ_CP015225.1	715226	716524	-	1	2-ketogluconate transporter
TK06_RS03115	Pf6N2E2_629	NZ_CP015225.1	716617	717591	-	1	2-ketogluconate kinase (EC 2.7.1.13)
TK06_RS03120	Pf6N2E2_630	NZ_CP015225.1	717584	718366	-	1	Epimerase KguE
TK06_RS03125	Pf6N2E2_631	NZ_CP015225.1	718430	719455	-	1	2-ketogluconate utilization repressor PtxS
TK06_RS03130	Pf6N2E2_632	NZ_CP015225.1	719698	721851	+	1	hypothetical protein
TK06_RS03135	Pf6N2E2_633	NZ_CP015225.1	721901	722254	-	1	FIG00954580: hypothetical protein
TK06_RS03140	Pf6N2E2_634	NZ_CP015225.1	722686	727554	+	1	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form
TK06_RS03145	Pf6N2E2_635	NZ_CP015225.1	727734	728138	-	1	hypothetical protein
TK06_RS31490	TK06_RS31490	NZ_CP015225.1	728251	728454	+	1	hypothetical protein
TK06_RS03150	Pf6N2E2_636	NZ_CP015225.1	728432	728725	-	1	FIG00954888: hypothetical protein
TK06_RS03155	Pf6N2E2_637	NZ_CP015225.1	728851	730284	-	1	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)
TK06_RS03160	Pf6N2E2_638	NZ_CP015225.1	730480	730920	+	1	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein
TK06_RS03165	Pf6N2E2_639	NZ_CP015225.1	731101	731442	-	1	FIG01285020: hypothetical protein
TK06_RS03170	Pf6N2E2_640	NZ_CP015225.1	731648	732280	+	1	Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system
TK06_RS03175	Pf6N2E2_641	NZ_CP015225.1	732277	732822	+	1	Extracytoplasmic function (ECF) sigma factor VreI
TK06_RS03180	Pf6N2E2_642	NZ_CP015225.1	732860	733801	+	1	Sigma factor regulator VreR (cytoplasmic membrane-localized) of trans-envelope signaling system
TK06_RS03185	Pf6N2E2_643	NZ_CP015225.1	733969	734580	-	1	General secretion pathway protein J
TK06_RS03190	Pf6N2E2_644	NZ_CP015225.1	734577	735029	-	1	General secretion pathway protein H
TK06_RS03195	Pf6N2E2_645	NZ_CP015225.1	735146	735589	+	1	General secretion pathway protein C
TK06_RS03200	Pf6N2E2_646	NZ_CP015225.1	735700	736074	-	1	General secretion pathway protein I
TK06_RS03205	Pf6N2E2_647	NZ_CP015225.1	736222	736671	+	1	General secretion pathway protein G
TK06_RS03210	Pf6N2E2_648	NZ_CP015225.1	736680	737666	+	1	General secretion pathway protein K
TK06_RS03215	Pf6N2E2_649	NZ_CP015225.1	737663	738835	+	1	General secretion pathway protein L
TK06_RS03220	Pf6N2E2_650	NZ_CP015225.1	738828	739400	+	1	General secretion pathway protein M
TK06_RS03225	Pf6N2E2_651	NZ_CP015225.1	739397	741760	+	1	General secretion pathway protein D
TK06_RS03230	Pf6N2E2_652	NZ_CP015225.1	741933	743351	+	1	General secretion pathway protein E
TK06_RS03235	Pf6N2E2_653	NZ_CP015225.1	743351	744562	+	1	General secretion pathway protein F
TK06_RS03240	Pf6N2E2_654	NZ_CP015225.1	745095	746279	+	1	Phosphate-binding DING protein (related to PstS)
TK06_RS03245	Pf6N2E2_655	NZ_CP015225.1	746494	759111	+	1	Filamentous haemagglutinin family outer membrane protein associated with VreARI signalling system
TK06_RS03250	Pf6N2E2_656	NZ_CP015225.1	759262	761835	-	1	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)
TK06_RS31495	TK06_RS31495	NZ_CP015225.1	761949	762101	-	1	DUF2238 domain-containing protein
TK06_RS03255	Pf6N2E2_658	NZ_CP015225.1	762265	763575	-	1	sensor histidine kinase
TK06_RS03260	Pf6N2E2_659	NZ_CP015225.1	763572	764312	-	1	Transcriptional regulatory protein ompR
TK06_RS03265	Pf6N2E2_660	NZ_CP015225.1	764536	764799	+	1	hypothetical protein
TK06_RS03270	Pf6N2E2_661	NZ_CP015225.1	764968	766179	+	1	DipZ protein
TK06_RS03275	Pf6N2E2_662	NZ_CP015225.1	766410	766739	+	1	Valyl-tRNA synthetase
TK06_RS03280	Pf6N2E2_663	NZ_CP015225.1	766744	768609	-	1	Transcriptional activator of acetoin dehydrogenase operon AcoR
TK06_RS03285	Pf6N2E2_664	NZ_CP015225.1	768952	770025	+	1	Acetoin catabolism protein X
TK06_RS03290	Pf6N2E2_665	NZ_CP015225.1	770028	771005	+	1	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)
TK06_RS03295	Pf6N2E2_666	NZ_CP015225.1	771042	772058	+	1	Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)
TK06_RS03300	Pf6N2E2_667	NZ_CP015225.1	772058	773170	+	1	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)
TK06_RS03305	Pf6N2E2_668	NZ_CP015225.1	773226	774320	+	1	2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)
TK06_RS03310	Pf6N2E2_669	NZ_CP015225.1	774391	774945	-	1	Nuclease inhibitor
TK06_RS03315	Pf6N2E2_670	NZ_CP015225.1	775083	776000	-	1	1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)
TK06_RS31500	TK06_RS31500	NZ_CP015225.1	775997	776218	-	1	hypothetical protein
TK06_RS03320	Pf6N2E2_671	NZ_CP015225.1	776215	777243	-	1	2-methylaconitate racemase
TK06_RS03325	Pf6N2E2_672	NZ_CP015225.1	777295	778017	-	1	ABC-type polar amino acid transport system, ATPase component
TK06_RS03330	Pf6N2E2_673	NZ_CP015225.1	778010	778660	-	1	Probable permease of ABC transporter
TK06_RS03335	Pf6N2E2_674	NZ_CP015225.1	778673	779338	-	1	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)
TK06_RS03340	Pf6N2E2_675	NZ_CP015225.1	779331	781106	-	1	2-Methylcitrate dehydratase AcnD
TK06_RS03345	Pf6N2E2_676	NZ_CP015225.1	781117	781935	-	1	ABC transporter, substrate binding protein
TK06_RS03350	Pf6N2E2_677	NZ_CP015225.1	782169	782918	-	1	Transcriptional regulator, AraC family
TK06_RS03355	Pf6N2E2_678	NZ_CP015225.1	783039	784295	-	1	Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster
TK06_RS03360	Pf6N2E2_679	NZ_CP015225.1	784292	784528	-	1	Hypothetical, similar to sarcosine oxidase alpha subunit, 2Fe-2S domain
TK06_RS03365	Pf6N2E2_680	NZ_CP015225.1	784720	785835	-	1	D-amino-acid oxidase (EC 1.4.3.3)
TK06_RS03370	Pf6N2E2_681	NZ_CP015225.1	785832	786764	-	1	4-hydroxyproline epimerase (EC 5.1.1.8)
TK06_RS03375	Pf6N2E2_682	NZ_CP015225.1	786877	787548	-	1	Predicted regulator PutR for proline utilization, GntR family
TK06_RS03380	Pf6N2E2_683	NZ_CP015225.1	787752	788918	-	1	Probable MFS transporter
TK06_RS03385	Pf6N2E2_684	NZ_CP015225.1	789056	790447	+	1	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)
TK06_RS03390	Pf6N2E2_685	NZ_CP015225.1	790648	792777	+	1	Ferrichrome-iron receptor
TK06_RS03395	Pf6N2E2_686	NZ_CP015225.1	792843	793577	-	1	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
TK06_RS03400	Pf6N2E2_687	NZ_CP015225.1	793831	794037	-	1	4-oxalocrotonate tautomerase (EC 5.3.2.-)
TK06_RS03405	Pf6N2E2_688	NZ_CP015225.1	794164	795087	+	1	Transcriptional regulator, LysR family
TK06_RS03410	Pf6N2E2_689	NZ_CP015225.1	795286	795720	-	1	FIG00956189: hypothetical protein
TK06_RS03415	Pf6N2E2_690	NZ_CP015225.1	796040	796936	-	1	Transcriptional regulator, LysR family
TK06_RS03420	Pf6N2E2_691	NZ_CP015225.1	797027	798442	+	1	D-galactarate permease
TK06_RS03425	Pf6N2E2_692	NZ_CP015225.1	798439	799713	+	1	Glucarate dehydratase (EC 4.2.1.40)
TK06_RS03430	Pf6N2E2_694	NZ_CP015225.1	800120	801286	+	1	Outer membrane protein (porin)
TK06_RS03435	Pf6N2E2_695	NZ_CP015225.1	801515	803011	-	1	Nitrite reductase associated c-type cytochorome NirN
TK06_RS03440	Pf6N2E2_696	NZ_CP015225.1	803008	803850	-	1	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)
TK06_RS03445	Pf6N2E2_697	NZ_CP015225.1	803891	805069	-	1	Heme d1 biosynthesis protein NirJ
TK06_RS03450	Pf6N2E2_698	NZ_CP015225.1	805098	805634	-	1	Heme d1 biosynthesis protein NirH
TK06_RS03455	Pf6N2E2_699	NZ_CP015225.1	805609	806052	-	1	Heme d1 biosynthesis protein NirG
TK06_RS03460	Pf6N2E2_700	NZ_CP015225.1	806045	806557	-	1	Heme d1 biosynthesis protein NirL
TK06_RS03465	Pf6N2E2_701	NZ_CP015225.1	806554	807012	-	1	Heme d1 biosynthesis protein NirD / Heme d1 biosynthesis protein NirL
TK06_RS03470	Pf6N2E2_702	NZ_CP015225.1	807015	808193	-	1	Heme d1 biosynthesis protein NirF
TK06_RS03475	Pf6N2E2_703	NZ_CP015225.1	808190	808519	-	1	Cytochrome c55X precursor NirC
TK06_RS03480	Pf6N2E2_704	NZ_CP015225.1	808710	809018	-	1	Cytochrome c551/c552
TK06_RS03485	Pf6N2E2_705	NZ_CP015225.1	809043	810722	-	1	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)
TK06_RS03490	Pf6N2E2_706	NZ_CP015225.1	810921	811724	+	1	Nitric oxide reductase activation protein NorQ
TK06_RS03495	Pf6N2E2_707	NZ_CP015225.1	811708	812292	+	1	Nitric oxide reductase activation protein NorE
TK06_RS03500	Pf6N2E2_708	NZ_CP015225.1	812305	812562	+	1	hypothetical protein
TK06_RS03505	Pf6N2E2_709	NZ_CP015225.1	812813	813253	+	1	Nitric-oxide reductase subunit C (EC 1.7.99.7)
TK06_RS03510	Pf6N2E2_710	NZ_CP015225.1	813257	814684	+	1	Nitric-oxide reductase subunit B (EC 1.7.99.7)
TK06_RS03515	Pf6N2E2_711	NZ_CP015225.1	814866	816704	+	1	Nitric oxide reductase activation protein NorD
TK06_RS03520	Pf6N2E2_712	NZ_CP015225.1	816709	816909	-	1	hypothetical protein
TK06_RS03525	Pf6N2E2_713	NZ_CP015225.1	816906	817589	-	1	Nitric oxide -responding transcriptional regulator Dnr (Crp/Fnr family)
TK06_RS31505	TK06_RS31505	NZ_CP015225.1	817877	818098	-	1	hypothetical protein
TK06_RS03530	Pf6N2E2_714	NZ_CP015225.1	818156	819346	+	1	NnrS protein involved in response to NO
TK06_RS03535	Pf6N2E2_715	NZ_CP015225.1	819372	819809	+	1	putative membrane protein
