Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name
Psest_0799	Psest_0799	uncharacterized protein involved in response to NO  	2507149015	Pseudomonas stutzeri RCH2
Psest_0800	Psest_0800	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0801	Psest_0801	CBS domain-containing membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0802	Psest_0802	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0803	Psest_0803	type IV fimbrial biogenesis protein FimT  	2507149015	Pseudomonas stutzeri RCH2
Psest_0804	Psest_0804	type IV pilus assembly protein PilY1  	2507149015	Pseudomonas stutzeri RCH2
Psest_0805	Psest_0805	PilX N-terminal  	2507149015	Pseudomonas stutzeri RCH2
Psest_0806	Psest_0806	type IV pilus assembly protein PilW  	2507149015	Pseudomonas stutzeri RCH2
Psest_0807	Psest_0807	type IV pilus assembly protein PilV  	2507149015	Pseudomonas stutzeri RCH2
Psest_0808	Psest_0808	type IV pilus assembly protein PilE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0809	Psest_0809	Cytochrome c, mono- and diheme variants  	2507149015	Pseudomonas stutzeri RCH2
Psest_0810	Psest_0810	uroporphyrin-III C-methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0811	Psest_0811	heme d1 biosynthesis radical SAM protein NirJ  	2507149015	Pseudomonas stutzeri RCH2
Psest_0812	Psest_0812	Cytochrome C oxidase subunit IV  	2507149015	Pseudomonas stutzeri RCH2
Psest_0813	Psest_0813	nitric oxide reductase NorE protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0814	Psest_0814	nitric oxide reductase NorQ protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0815	Psest_0815	dissimilatory nitrite reductase (NO-forming), cytochrome cd1 type apoprotein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0816	Psest_0816	cytochrome c-type protein NapC  	2507149015	Pseudomonas stutzeri RCH2
Psest_0817	Psest_0817	Ethylbenzene dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0818	Psest_0818	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0819	Psest_0819	cytochrome c  	2507149015	Pseudomonas stutzeri RCH2
Psest_0820	Psest_0820	cytochrome c55X  	2507149015	Pseudomonas stutzeri RCH2
Psest_0821	Psest_0821	protein NirF  	2507149015	Pseudomonas stutzeri RCH2
Psest_0822	Psest_0822	transcriptional regulator, AsnC family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0823	Psest_0823	DNA-binding transcriptional regulator, Lrp family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0824	Psest_0824	DNA-binding transcriptional regulator, Lrp family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0825	Psest_0825	transcriptional regulator, AsnC family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0826	Psest_0826	nitric oxide reductase, NorC subunit apoprotein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0827	Psest_0827	nitric oxide reductase, NorB subunit apoprotein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0828	Psest_0828	nitric oxide reductase NorD protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0829	Psest_0829	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0830	Psest_0830	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases  	2507149015	Pseudomonas stutzeri RCH2
Psest_0831	Psest_0831	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0832	Psest_0832	regulator of cell morphogenesis and NO signaling  	2507149015	Pseudomonas stutzeri RCH2
Psest_0833	Psest_0833	anaerobic nitric oxide reductase transcription regulator  	2507149015	Pseudomonas stutzeri RCH2
Psest_0834	Psest_0834	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0835	Psest_0835	putative protease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0836	Psest_0836	Collagenase-like protease, PrtC family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0837	Psest_0837	Predicted lipid carrier protein YhbT, contains SCP2 domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0838	Psest_0838	Uncharacterized protein, contains metal-binding DGC domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0839	Psest_0839	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases  	2507149015	Pseudomonas stutzeri RCH2
Psest_0840	Psest_0840	ribonucleoside-triphosphate reductase class III catalytic subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0841	Psest_0841	Anaerobic ribonucleoside-triphosphate reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0842	Psest_0842	anaerobic ribonucleoside-triphosphate reductase activating protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0843	Psest_0843	4Fe-4S binding domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0844	Psest_0844	high-affinity iron transporter  	2507149015	Pseudomonas stutzeri RCH2
Psest_0845	Psest_0845	Cupredoxin-like domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0846	Psest_0846	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0847	Psest_0847	drug resistance transporter, EmrB/QacA subfamily  	2507149015	Pseudomonas stutzeri RCH2
Psest_0848	Psest_0848	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0849	Psest_0849	6-phosphogluconate dehydratase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0850	Psest_0850	glucokinase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0851	Psest_0851	transcriptional regulator, RpiR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0852	Psest_0852	glucose-6-phosphate 1-dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0853	Psest_0853	6-phosphogluconolactonase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0854	Psest_0854	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0855	Psest_0855	glyceraldehyde-3-phosphate dehydrogenase (NADP+)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0856	Psest_0856	Predicted oxidoreductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0857	Psest_0857	quaternary ammonium compound-resistance protein SugE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0858	Psest_0858	maltose operon protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0859	Psest_0859	maltoporin  	2507149015	Pseudomonas stutzeri RCH2
Psest_0860	Psest_0860	alpha-amylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0861	Psest_0861	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0862	Psest_0862	alpha-amylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0863	Psest_0863	maltooligosaccharide-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0864	Psest_0864	maltooligosaccharide ABC transporter membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0865	Psest_0865	maltooligosaccharide ABC transporter membrane protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0866	Psest_0866	LuxR family transcriptional regulator, maltose regulon positive regulatory protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0867	Psest_0867	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0868	Psest_0868	Glutathione S-transferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0869	Psest_0869	maltose O-acetyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0870	Psest_0870	alpha-glucosidase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0871	Psest_0871	maltooligosaccharide ABC transporter ATP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0872	Psest_0872	Helix-turn-helix domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0873	Psest_0873	serine/threonine-protein kinase HipA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0874	Psest_0874	type I restriction enzyme M protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0875	Psest_0875	type I restriction enzyme, S subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0876	Psest_0876	type I restriction enzyme, R subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0877	Psest_0877	restriction system protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0878	Psest_0878	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0879	Psest_0879	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0880	Psest_0880	NADPH:quinone reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0881	Psest_0881	Transposase and inactivated derivatives  	2507149015	Pseudomonas stutzeri RCH2
Psest_0882	Psest_0882	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0883	Psest_0883	antitoxin PrlF  	2507149015	Pseudomonas stutzeri RCH2
Psest_0884	Psest_0884	toxin YhaV  	2507149015	Pseudomonas stutzeri RCH2
Psest_0885	Psest_0885	Quinol monooxygenase YgiN  	2507149015	Pseudomonas stutzeri RCH2
Psest_0886	Psest_0886	transcriptional regulator, AraC family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0887	Psest_0887	Putative transposase of IS4/5 family (DUF4096)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0888	Psest_0888	Uncharacterized membrane-anchored protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0889	Psest_0889	Catechol 2,3-dioxygenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0890	Psest_0890	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0891	Psest_0891	DNA-binding transcriptional regulator, FrmR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0892	Psest_0892	NADP-dependent 3-hydroxy acid dehydrogenase YdfG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0893	Psest_0893	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0894	Psest_0894	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0895	Psest_0895	Threonine dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0896	Psest_0896	PrpF protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0897	Psest_0897	VRR-NUC domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0898	Psest_0898	DNA excision repair protein ERCC-2  	2507149015	Pseudomonas stutzeri RCH2
Psest_0899	Psest_0899	excinuclease ABC subunit A  	2507149015	Pseudomonas stutzeri RCH2
Psest_0900	Psest_0900	integrating conjugative element relaxase, PFL_4751 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0901	Psest_0901	Transposase IS66 family protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0902	Psest_0902	transcriptional regulator, ArsR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0903	Psest_0903	luciferase-type oxidoreductase, BA3436 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0904	Psest_0904	N-ethylmaleimide reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0905	Psest_0905	aldehyde dehydrogenase (acceptor)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0906	Psest_0906	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0907	Psest_0907	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0908	Psest_0908	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0909	Psest_0909	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0910	Psest_0910	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0911	Psest_0911	Inhibitor of the KinA pathway to sporulation, predicted exonuclease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0912	Psest_0912	Tellurite resistance protein TerB  	2507149015	Pseudomonas stutzeri RCH2
Psest_0913	Psest_0913	P-loop protein of unknown function (DUF2791)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0914	Psest_0914	ATP-dependent helicase Lhr and Lhr-like helicase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0915	Psest_0915	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0916	Psest_0916	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0917	Psest_0917	Sel1 repeat-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0918	Psest_0918	Threonine/homoserine efflux transporter RhtA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0919	Psest_0919	Permease of the drug/metabolite transporter (DMT) superfamily  	2507149015	Pseudomonas stutzeri RCH2
Psest_0920	Psest_0920	Winged helix-turn-helix DNA-binding  	2507149015	Pseudomonas stutzeri RCH2
Psest_0921	Psest_0921	AraC-type DNA-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0922	Psest_0922	alkylhydroperoxidase AhpD family core domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0923	Psest_0923	glutaredoxin 3  	2507149015	Pseudomonas stutzeri RCH2
Psest_0924	Psest_0924	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0925	Psest_0925	Quinol monooxygenase YgiN  	2507149015	Pseudomonas stutzeri RCH2
Psest_0926	Psest_0926	DNA-binding transcriptional regulator, LysR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0927	Psest_0927	zinc-binding alcohol dehydrogenase family protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0928	Psest_0928	Sugar lactone lactonase YvrE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0929	Psest_0929	glycine betaine/proline transport system substrate-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0930	Psest_0930	nitroreductase / dihydropteridine reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0931	Psest_0931	putative quinone oxidoreductase, YhdH/YhfP family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0932	Psest_0932	transcriptional regulator, TetR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0933	Psest_0933	transposase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0934	Psest_0934	putative transposase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0935	Psest_0935	AAA domain-containing protein, putative AbiEii toxin, Type IV TA system  	2507149015	Pseudomonas stutzeri RCH2
Psest_0936	Psest_0936	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0937	Psest_0937	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0938	Psest_0938	HupE / UreJ protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0939	Psest_0939	hypothetical protein NreA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0940	Psest_0940	nickel/cobalt exporter  	2507149015	Pseudomonas stutzeri RCH2
Psest_0941	Psest_0941	membrane protein YqaA, SNARE-associated domain  	2507149015	Pseudomonas stutzeri RCH2
Psest_0942	Psest_0942	TraX protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0943	Psest_0943	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0944	Psest_0944	Rhodanese-related sulfurtransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0945	Psest_0945	chromate transporter  	2507149015	Pseudomonas stutzeri RCH2
Psest_0946	Psest_0946	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0947	Psest_0947	Phage integrase family protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0949	Psest_0949	Site-specific recombinase XerD  	2507149015	Pseudomonas stutzeri RCH2
Psest_0950	Psest_0950	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0951	Psest_0951	D-lactate dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0952	Psest_0952	L-lactate dehydrogenase complex protein LldG  	2507149015	Pseudomonas stutzeri RCH2
Psest_0953	Psest_0953	L-lactate dehydrogenase complex protein LldF  	2507149015	Pseudomonas stutzeri RCH2
Psest_0954	Psest_0954	L-lactate dehydrogenase complex protein LldE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0955	Psest_0955	lactate permease  	2507149015	Pseudomonas stutzeri RCH2
Psest_0956	Psest_0956	transcriptional regulator, GntR family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0957	Psest_0957	SsrA-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0958	Psest_0958	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module  	2507149015	Pseudomonas stutzeri RCH2
Psest_0959	Psest_0959	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0960	Psest_0960	Beta-barrel assembly machine subunit BamE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0961	Psest_0961	Fur family transcriptional regulator, ferric uptake regulator  	2507149015	Pseudomonas stutzeri RCH2
Psest_0962	Psest_0962	DNA replication and repair protein RecN  	2507149015	Pseudomonas stutzeri RCH2
Psest_0963	Psest_0963	molecular chaperone GrpE  	2507149015	Pseudomonas stutzeri RCH2
Psest_0964	Psest_0964	molecular chaperone DnaK  	2507149015	Pseudomonas stutzeri RCH2
Psest_0965	Psest_0965	molecular chaperone DnaJ  	2507149015	Pseudomonas stutzeri RCH2
Psest_0966	Psest_0966	dihydrodipicolinate reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0967	Psest_0967	carbamoyl-phosphate synthase small subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0968	Psest_0968	carbamoyl-phosphate synthase large subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0969	Psest_0969	transcription elongation factor GreA  	2507149015	Pseudomonas stutzeri RCH2
Psest_0970	Psest_0970	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0971	Psest_0971	RNA-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0972	Psest_0972	membrane protease FtsH catalytic subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0973	Psest_0973	dihydropteroate synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0974	Psest_0974	phosphoglucosamine mutase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0975	Psest_0975	triosephosphate isomerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0976	Psest_0976	protein translocase, SecG subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_0979	Psest_0979	ribosome maturation factor RimP  	2507149015	Pseudomonas stutzeri RCH2
Psest_0980	Psest_0980	NusA antitermination factor  	2507149015	Pseudomonas stutzeri RCH2
Psest_0981	Psest_0981	translation initiation factor IF-2  	2507149015	Pseudomonas stutzeri RCH2
Psest_0982	Psest_0982	ribosome-binding factor A  	2507149015	Pseudomonas stutzeri RCH2
Psest_0983	Psest_0983	tRNA pseudouridine synthase B  	2507149015	Pseudomonas stutzeri RCH2
Psest_0985	Psest_0985	SSU ribosomal protein S15P  	2507149015	Pseudomonas stutzeri RCH2
Psest_0986	Psest_0986	polyribonucleotide nucleotidyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0987	Psest_0987	hyperosmotically inducible protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_0988	Psest_0988	Protein of unknown function (DUF2845)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0989	Psest_0989	Protein of unknown function (DUF2845)  	2507149015	Pseudomonas stutzeri RCH2
Psest_0990	Psest_0990	Outer membrane protein and related peptidoglycan-associated (lipo)proteins  	2507149015	Pseudomonas stutzeri RCH2
Psest_0991	Psest_0991	23S rRNA (cytosine1962-C5)-methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0992	Psest_0992	Uncharacterized conserved protein, DUF2236 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_0993	Psest_0993	glucose-6-phosphate isomerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0994	Psest_0994	L-aspartate 1-decarboxylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0995	Psest_0995	pantoate--beta-alanine ligase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0996	Psest_0996	ketopantoate hydroxymethyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0997	Psest_0997	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0998	Psest_0998	poly(A) polymerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_0999	Psest_0999	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains  	2507149015	Pseudomonas stutzeri RCH2
Psest_1000	Psest_1000	PAS domain S-box-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1001	Psest_1001	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1002	Psest_1002	glutamyl-Q tRNA(Asp) synthetase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1003	Psest_1003	transcriptional regulator, TraR/DksA family  	2507149015	Pseudomonas stutzeri RCH2
Psest_1004	Psest_1004	Aspartate/methionine/tyrosine aminotransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1005	Psest_1005	sugar fermentation stimulation protein A  	2507149015	Pseudomonas stutzeri RCH2
Psest_1006	Psest_1006	dTDP-4-dehydrorhamnose reductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1007	Psest_1007	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1008	Psest_1008	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1009	Psest_1009	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1010	Psest_1010	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1011	Psest_1011	Cytochrome P450  	2507149015	Pseudomonas stutzeri RCH2
Psest_1012	Psest_1012	Signal transduction histidine kinase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1013	Psest_1013	phosphoribosylamine--glycine ligase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1014	Psest_1014	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1015	Psest_1015	DNA-binding protein Fis  	2507149015	Pseudomonas stutzeri RCH2
Psest_1016	Psest_1016	tRNA-U20-dihydrouridine synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1017	Psest_1017	MJ0042 family finger-like domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1018	Psest_1018	ribosomal protein L11 methyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1019	Psest_1019	acetyl-CoA carboxylase, biotin carboxylase subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_1020	Psest_1020	acetyl-CoA carboxylase biotin carboxyl carrier protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1021	Psest_1021	3-dehydroquinate dehydratase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1022	Psest_1022	thiol:disulfide interchange protein DsbD  	2507149015	Pseudomonas stutzeri RCH2
Psest_1023	Psest_1023	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1024	Psest_1024	iron complex transport system permease protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1025	Psest_1025	iron complex transport system ATP-binding protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1026	Psest_1026	Uncharacterized iron-regulated protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1028	Psest_1028	Cyclic nucleotide-binding domain-containing protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1029	Psest_1029	Regulator of competence-specific genes  	2507149015	Pseudomonas stutzeri RCH2
Psest_1030	Psest_1030	Methylase involved in ubiquinone/menaquinone biosynthesis  	2507149015	Pseudomonas stutzeri RCH2
Psest_1031	Psest_1031	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1032	Psest_1032	penicillin-binding protein 1B  	2507149015	Pseudomonas stutzeri RCH2
Psest_1033	Psest_1033	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1034	Psest_1034	Uncharacterized conserved protein YqcC, DUF446 family  	2507149015	Pseudomonas stutzeri RCH2
Psest_1035	Psest_1035	protein of unknown function (DUF4124)  	2507149015	Pseudomonas stutzeri RCH2
Psest_1036	Psest_1036	acetolactate synthase, large subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_1037	Psest_1037	acetolactate synthase, small subunit  	2507149015	Pseudomonas stutzeri RCH2
Psest_1038	Psest_1038	ketol-acid reductoisomerase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1039	Psest_1039	CDP-diacylglycerol--serine O-phosphatidyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1040	Psest_1040	sulfoxide reductase catalytic subunit YedY  	2507149015	Pseudomonas stutzeri RCH2
Psest_1041	Psest_1041	sulfoxide reductase heme-binding subunit YedZ  	2507149015	Pseudomonas stutzeri RCH2
Psest_1042	Psest_1042	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1048	Psest_1048	paraquat-inducible protein A  	2507149015	Pseudomonas stutzeri RCH2
Psest_1049	Psest_1049	paraquat-inducible protein A  	2507149015	Pseudomonas stutzeri RCH2
Psest_1050	Psest_1050	paraquat-inducible protein B  	2507149015	Pseudomonas stutzeri RCH2
Psest_1051	Psest_1051	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1052	Psest_1052	bacterial condensin subunit MukE  	2507149015	Pseudomonas stutzeri RCH2
Psest_1053	Psest_1053	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1054	Psest_1054	carboxynorspermidine decarboxylase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1055	Psest_1055	carboxynorspermidine dehydrogenase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1056	Psest_1056	2-isopropylmalate synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1057	Psest_1057	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1058	Psest_1058	ribosomal-protein-alanine N-acetyltransferase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1059	Psest_1059	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1060	Psest_1060	trehalose 6-phosphatase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1061	Psest_1061	trehalose 6-phosphate synthase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1062	Psest_1062	carbonic anhydrase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1063	Psest_1063	Threonine/homoserine efflux transporter RhtA  	2507149015	Pseudomonas stutzeri RCH2
Psest_1065	Psest_1065	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1066	Psest_1066	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1067	Psest_1067	hypothetical protein  	2507149015	Pseudomonas stutzeri RCH2
Psest_1068	Psest_1068	outer membrane porin, OprD family  	2507149015	Pseudomonas stutzeri RCH2
Psest_1069	Psest_1069	Protease II  	2507149015	Pseudomonas stutzeri RCH2
Psest_1070	Psest_1070	putative oxidoreductase  	2507149015	Pseudomonas stutzeri RCH2
Psest_1071	Psest_1071	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains  	2507149015	Pseudomonas stutzeri RCH2
