#Locus	Accession	Start	End	Length	RevGeneID	FwdGeneID	RevOperonId	FwdOperonId
locus_0588	NC_019936.1	1003094	1003654	561		Psest_0925		
locus_0589	NC_019936.1	1004946	1005056	111	Psest_0926	Psest_0927		operon 166
locus_0591	NC_019936.1	1007294	1007379	86		Psest_0929		
locus_0594	NC_019936.1	1010737	1012368	1632	Psest_0932	Psest_0935	operon 167	operon 168
locus_0597	NC_019936.1	1018185	1018677	493	Psest_0938	Psest_0939	operon 169	operon 170
locus_0599	NC_019936.1	1021244	1021342	99		Psest_0943		
locus_0601	NC_019936.1	1024157	1025586	1430	Psest_0946		operon 171	
locus_0602	NC_019936.1	1026853	1027017	165	Psest_0947			
locus_0603	NC_019936.1	1029511	1030069	559	Psest_0949			
locus_0604	NC_019936.1	1030376	1030556	181	Psest_0950			
locus_0605	NC_019936.1	1036353	1036442	90	Psest_0954			
locus_0606	NC_019936.1	1038138	1038416	279	Psest_0955	Psest_0956	operon 172	
locus_0607	NC_019936.1	1039743	1039952	210	Psest_0957	Psest_0958		operon 173
locus_0608	NC_019936.1	1041251	1041345	95	Psest_0960	Psest_0961		
locus_0609	NC_019936.1	1043483	1043685	203	Psest_0962	Psest_0963		operon 174
locus_0610	NC_019936.1	1044256	1044354	99		Psest_0964		
locus_0611	NC_019936.1	1046269	1046390	122		Psest_0965		operon 175
locus_0612	NC_019936.1	1047522	1047597	76		Psest_0966		
locus_0613	NC_019936.1	1048405	1048620	216		Psest_0967		operon 176
locus_0615	NC_019936.1	1054257	1054788	532	Psest_0971	Psest_0972		
locus_0616	NC_019936.1	1056709	1056872	164		Psest_0973		operon 177
locus_0619	NC_019936.1	1059894	1060288	395		Psest_0977		
locus_0620	NC_019936.1	1060375	1060470	96		Psest_0978		
locus_0621	NC_019936.1	1060548	1060674	127		Psest_0979		operon 178
locus_0624	NC_019936.1	1065193	1065294	102		Psest_0982		operon 179
locus_0625	NC_019936.1	1066605	1066718	114		Psest_0985		
locus_0626	NC_019936.1	1066989	1067152	164		Psest_0986		
locus_0627	NC_019936.1	1069259	1069526	268		Psest_0987		
locus_0629	NC_019936.1	1073479	1073563	85	Psest_0990		operon 180	
locus_0631	NC_019936.1	1075522	1075664	143	Psest_0992		operon 181	
locus_0632	NC_019936.1	1077330	1077685	356	Psest_0993			
locus_0633	NC_019936.1	1078067	1078149	83	Psest_0994			
locus_0634	NC_019936.1	1079808	1079930	123	Psest_0996		operon 182	
locus_0635	NC_019936.1	1081855	1082604	750	Psest_0998		operon 183	
locus_0637	NC_019936.1	1087194	1087301	108	Psest_1001		operon 184	
locus_0638	NC_019936.1	1088208	1088296	89	Psest_1002			
locus_0639	NC_019936.1	1088744	1088934	191	Psest_1003	Psest_1004	operon 185	operon 186
locus_0640	NC_019936.1	1090815	1091077	263		Psest_1006		
locus_0641	NC_019936.1	1091999	1092113	115		Psest_1007		
locus_0643	NC_019936.1	1094050	1094131	82	Psest_1009			
locus_0644	NC_019936.1	1095076	1095693	618	Psest_1010		operon 187	
locus_0646	NC_019936.1	1099908	1100106	199	Psest_1013		operon 188	
locus_0647	NC_019936.1	1101712	1101787	76	Psest_1014			
locus_0648	NC_019936.1	1103119	1103315	197	Psest_1016		operon 189	
locus_0649	NC_019936.1	1104564	1104671	108	Psest_1017			
locus_0650	NC_019936.1	1105554	1105698	145	Psest_1018			
locus_0652	NC_019936.1	1107522	1107599	78	Psest_1020			
locus_0653	NC_019936.1	1108044	1108256	213	Psest_1021		operon 190	
locus_0655	NC_019936.1	1110427	1110559	133	Psest_1023	Psest_1024	operon 191	operon 192
locus_0657	NC_019936.1	1114264	1114374	111	Psest_1028			
locus_0659	NC_019936.1	1115443	1115513	71	Psest_1030		operon 193	
locus_0660	NC_019936.1	1117077	1117236	160	Psest_1031	Psest_1032		operon 194
locus_0662	NC_019936.1	1121115	1121521	407	Psest_1035	Psest_1036		operon 195
locus_0663	NC_019936.1	1123741	1123816	76		Psest_1038		
locus_0664	NC_019936.1	1124834	1124986	153		Psest_1039		
locus_0665	NC_019936.1	1125827	1125880	54		Psest_1040		operon 196
locus_0666	NC_019936.1	1127967	1128085	119	Psest_1042	Psest_1043		
locus_0667	NC_019936.1	1129504	1129694	191		Psest_1044		
locus_0669	NC_019936.1	1129879	1130134	256		Psest_1046		
locus_0670	NC_019936.1	1133022	1133153	132		Psest_1047		
locus_0671	NC_019936.1	1133270	1133714	445		Psest_1048		operon 197
locus_0672	NC_019936.1	1140911	1141018	108	Psest_1052		operon 198	
locus_0673	NC_019936.1	1142261	1142570	310	Psest_1053	Psest_1054		operon 199
locus_0675	NC_019936.1	1144937	1145284	348		Psest_1056		operon 200
locus_0677	NC_019936.1	1149206	1149385	180	Psest_1059	Psest_1060		operon 201
locus_0679	NC_019936.1	1151595	1151674	80		Psest_1062		operon 202
locus_0680	NC_019936.1	1153219	1153394	176		Psest_1064		
locus_0681	NC_019936.1	1153472	1153562	91		Psest_1065		
locus_0682	NC_019936.1	1153845	1154070	226		Psest_1066		
locus_0683	NC_019936.1	1154281	1154451	171		Psest_1067		
locus_0684	NC_019936.1	1156001	1156274	274	Psest_1068			
locus_0685	NC_019936.1	1158105	1158244	140	Psest_1069			
locus_0686	NC_019936.1	1158644	1158754	111	Psest_1070			
locus_0687	NC_019936.1	1160255	1160330	76	Psest_1071			
locus_0689	NC_019936.1	1162321	1162492	172	Psest_1073		operon 203	
locus_0690	NC_019936.1	1163579	1163987	409	Psest_1074			
locus_0691	NC_019936.1	1164387	1164463	77	Psest_1075			
locus_0692	NC_019936.1	1165646	1165902	257	Psest_1076		operon 204	
locus_0694	NC_019936.1	1167233	1167317	85	Psest_1078		operon 205	
locus_0695	NC_019936.1	1168218	1168380	163	Psest_1079			
locus_0697	NC_019936.1	1173350	1173463	114	Psest_1083		operon 206	
locus_0698	NC_019936.1	1174628	1174946	319	Psest_1084	Psest_1085		
locus_0699	NC_019936.1	1175970	1176258	289		Psest_1086		
locus_0701	NC_019936.1	1178605	1178706	102		Psest_1088		
locus_0702	NC_019936.1	1179982	1180300	319		Psest_1089		operon 207
locus_0703	NC_019936.1	1181791	1181876	86		Psest_1091		
locus_0705	NC_019936.1	1185062	1185166	105		Psest_1094		
locus_0706	NC_019936.1	1185365	1186629	1265		Psest_1095		
locus_0710	NC_019936.1	1196603	1196684	82	Psest_1100		operon 208	
locus_0711	NC_019936.1	1197747	1198004	258	Psest_1101			
locus_0712	NC_019936.1	1199217	1199410	194	Psest_1102			
locus_0715	NC_019936.1	1201773	1201891	119	Psest_1105		operon 209	
locus_0720	NC_019936.1	1206353	1206549	197	Psest_1111	Psest_1112	operon 210	operon 211
locus_0723	NC_019936.1	1211326	1211409	84		Psest_1117		
locus_0724	NC_019936.1	1212298	1212380	83	Psest_1118			
locus_0725	NC_019936.1	1214282	1214530	249	Psest_1120	Psest_1121	operon 212	
locus_0726	NC_019936.1	1215089	1215671	583		Psest_1122		
locus_0727	NC_019936.1	1217478	1217579	102		Psest_1123		
locus_0728	NC_019936.1	1218942	1219195	254		Psest_1124		
locus_0729	NC_019936.1	1222258	1222374	117	Psest_1125			
locus_0730	NC_019936.1	1222630	1222727	98	Psest_1126			
locus_0731	NC_019936.1	1223193	1223312	120	Psest_1127			
locus_0732	NC_019936.1	1223769	1224040	272	Psest_1128	Psest_1129		
locus_0733	NC_019936.1	1226798	1226911	114		Psest_1130		
locus_0734	NC_019936.1	1228130	1228252	123		Psest_1131		operon 213
locus_0735	NC_019936.1	1229821	1229992	172		Psest_1133		
locus_0736	NC_019936.1	1230557	1230675	119		Psest_1134		
locus_0737	NC_019936.1	1232239	1232450	212		Psest_1135		operon 214
locus_0741	NC_019936.1	1239979	1240133	155	Psest_1141	Psest_1142	operon 215	
locus_0742	NC_019936.1	1240614	1240703	90		Psest_1143		
locus_0744	NC_019936.1	1243675	1243810	136	Psest_1145	Psest_1146	operon 216	
locus_0745	NC_019936.1	1245650	1245756	107	Psest_1147	Psest_1148		
locus_0746	NC_019936.1	1246465	1246590	126		Psest_1149		
locus_0747	NC_019936.1	1247050	1247297	248		Psest_1150		operon 217
locus_0749	NC_019936.1	1249290	1249461	172		Psest_1152		
locus_0751	NC_019936.1	1253947	1254171	225	Psest_1154			
locus_0752	NC_019936.1	1255795	1255875	81	Psest_1155			
locus_0754	NC_019936.1	1259514	1259679	166	Psest_1158		operon 218	
locus_0755	NC_019936.1	1261015	1261183	169	Psest_1159	Psest_1160		operon 219
locus_0756	NC_019936.1	1263350	1263474	125	Psest_1162			
locus_0757	NC_019936.1	1265536	1265817	282	Psest_1163			
locus_0758	NC_019936.1	1266400	1266800	401	Psest_1164			
locus_0759	NC_019936.1	1267410	1267502	93	Psest_1165	Psest_1166		
locus_0760	NC_019936.1	1268669	1269026	358	Psest_1167	Psest_1168		
locus_0761	NC_019936.1	1271916	1272263	348	Psest_1169	Psest_1170		
locus_0762	NC_019936.1	1274699	1275008	310	Psest_1171			
locus_0763	NC_019936.1	1275180	1275415	236	Psest_1172			
locus_0765	NC_019936.1	1276880	1277140	261	Psest_1174	Psest_1175	operon 220	
locus_0766	NC_019936.1	1278216	1278309	94	Psest_1176			
locus_0768	NC_019936.1	1281030	1281357	328	Psest_1178		operon 221	
locus_0770	NC_019936.1	1283064	1283251	188	Psest_1180		operon 222	
locus_0771	NC_019936.1	1285034	1285285	252	Psest_1181	Psest_1182		
locus_0773	NC_019936.1	1287167	1287272	106	Psest_1184	Psest_1185	operon 223	operon 224
locus_0774	NC_019936.1	1289303	1289384	82		Psest_1187		
locus_0775	NC_019936.1	1290177	1290322	146		Psest_1188		
locus_0776	NC_019936.1	1291574	1291695	122		Psest_1189		
locus_0777	NC_019936.1	1292886	1292963	78	Psest_1190			
locus_0778	NC_019936.1	1293777	1293976	200	Psest_1191			
locus_0779	NC_019936.1	1294805	1294887	83	Psest_1192			
locus_0780	NC_019936.1	1296397	1296571	175	Psest_1193			
locus_0781	NC_019936.1	1298120	1298246	127	Psest_1194			
locus_0782	NC_019936.1	1299588	1299734	147	Psest_1195			
locus_0783	NC_019936.1	1300962	1301048	87	Psest_1196			
locus_0784	NC_019936.1	1301562	1301671	110	Psest_1197			
locus_0786	NC_019936.1	1304173	1304452	280	Psest_1200	Psest_1201	operon 225	
locus_0787	NC_019936.1	1305634	1305713	80	Psest_1202			
locus_0788	NC_019936.1	1307061	1307407	347	Psest_1203	Psest_1204	operon 226	
locus_0789	NC_019936.1	1308164	1308469	306		Psest_1205		operon 227
locus_0791	NC_019936.1	1312383	1312468	86	Psest_1208			
locus_0792	NC_019936.1	1313318	1313418	101	Psest_1209			
locus_0793	NC_019936.1	1317257	1317417	161	Psest_1211		operon 228	
locus_0794	NC_019936.1	1318393	1318529	137	Psest_1212			
locus_0795	NC_019936.1	1319622	1319823	202	Psest_1213			
locus_0796	NC_019936.1	1321180	1321293	114	Psest_1214			
locus_0797	NC_019936.1	1321744	1321948	205	Psest_1215	Psest_1216		
locus_0798	NC_019936.1	1326146	1326315	170	Psest_1217	Psest_1218		operon 229
locus_0799	NC_019936.1	1326592	1326679	88		Psest_1219		
locus_0801	NC_019936.1	1330295	1330457	163	Psest_1222	Psest_1223	operon 230	
locus_0802	NC_019936.1	1331358	1331457	100		Psest_1224		operon 231
locus_0803	NC_019936.1	1332789	1333125	337		Psest_1226		
locus_0805	NC_019936.1	1335577	1335685	109	Psest_1228			
locus_0808	NC_019936.1	1339263	1339629	367	Psest_1231		operon 232	
locus_0809	NC_019936.1	1342465	1342589	125	Psest_1232			
locus_0812	NC_019936.1	1345023	1345288	266	Psest_1235	Psest_1236	operon 233	operon 234
locus_0813	NC_019936.1	1348031	1348127	97	Psest_1238			
locus_0814	NC_019936.1	1348341	1348836	496	Psest_1239			
locus_0815	NC_019936.1	1348924	1349036	113	Psest_1240	Psest_1241		operon 235
locus_0819	NC_019936.1	1354446	1354522	77		Psest_1246		
locus_0820	NC_019936.1	1355932	1356085	154	Psest_1247	Psest_1248		operon 236
locus_0821	NC_019936.1	1357639	1357797	159		Psest_1250		operon 237
locus_0829	NC_019936.1	1363291	1363455	165		Psest_1258		operon 238
locus_0835	NC_019936.1	1371080	1371181	102		Psest_1266		
locus_0836	NC_019936.1	1373475	1373632	158	Psest_1267	Psest_1268		operon 239
locus_0838	NC_019936.1	1377345	1377418	74	Psest_1273		operon 240	
locus_0839	NC_019936.1	1378133	1378232	100	Psest_1274			
locus_0840	NC_019936.1	1379091	1379179	89	Psest_1275			
locus_0841	NC_019936.1	1380236	1380522	287	Psest_1276			
locus_0844	NC_019936.1	1382842	1382922	81	Psest_1279	Psest_1280	operon 241	
locus_0845	NC_019936.1	1386670	1386752	83	Psest_1281			
locus_0847	NC_019936.1	1388144	1388246	103	Psest_1283		operon 242	
locus_0848	NC_019936.1	1389624	1389751	128	Psest_1284	Psest_1285		
locus_0849	NC_019936.1	1390304	1390429	126		Psest_1286		
locus_0850	NC_019936.1	1391900	1392042	143		Psest_1287		
locus_0851	NC_019936.1	1393624	1393732	109		Psest_1288		operon 243
locus_0853	NC_019936.1	1397617	1397888	272	Psest_1291	Psest_1292	operon 244	
locus_0854	NC_019936.1	1398216	1398404	189		Psest_1293		
locus_0855	NC_019936.1	1398974	1399074	101	Psest_1294			
locus_0856	NC_019936.1	1400272	1400568	297	Psest_1295	Psest_1296		
locus_0857	NC_019936.1	1402585	1402761	177		Psest_1297		
locus_0858	NC_019936.1	1404244	1404390	147		Psest_1298		
locus_0862	NC_019936.1	1404862	1405053	192		Psest_1302		
locus_0863	NC_019936.1	1405771	1405869	99	Psest_1303	Psest_1304		
locus_0864	NC_019936.1	1408094	1408188	95	Psest_1306			
locus_0865	NC_019936.1	1408996	1409159	164	Psest_1307		operon 245	
locus_0866	NC_019936.1	1412805	1413060	256	Psest_1311		operon 246	
locus_0867	NC_019936.1	1414180	1414378	199	Psest_1312	Psest_1313		
locus_0868	NC_019936.1	1417984	1418067	84	Psest_1316		operon 247	
locus_0870	NC_019936.1	1421385	1421884	500	Psest_1320		operon 248	
locus_0871	NC_019936.1	1422698	1422975	278	Psest_1321	Psest_1322		operon 249
locus_0872	NC_019936.1	1424643	1424763	121		Psest_1324		
locus_0873	NC_019936.1	1426111	1426259	149		Psest_1325		
locus_0874	NC_019936.1	1427526	1427643	118		Psest_1326		
locus_0875	NC_019936.1	1431549	1431699	151	Psest_1327	Psest_1328		operon 250
locus_0876	NC_019936.1	1432774	1433014	241		Psest_1331		
locus_0877	NC_019936.1	1436315	1436534	220	Psest_1332			
locus_0878	NC_019936.1	1437006	1437280	275	Psest_1333	Psest_1334		
locus_0879	NC_019936.1	1438970	1439193	224		Psest_1335		
locus_0880	NC_019936.1	1440886	1441057	172		Psest_1336		
locus_0881	NC_019936.1	1442744	1442849	106		Psest_1337		
locus_0882	NC_019936.1	1444605	1444847	243		Psest_1338		
locus_0883	NC_019936.1	1446453	1446569	117		Psest_1339		operon 251
locus_0887	NC_019936.1	1454920	1455149	230	Psest_1343		operon 252	
locus_0889	NC_019936.1	1457531	1457776	246	Psest_1345	Psest_1346	operon 253	
locus_0890	NC_019936.1	1458398	1458851	454		Psest_1348		
locus_0891	NC_019936.1	1460594	1460779	186	Psest_1349			
locus_0892	NC_019936.1	1461773	1461903	131	Psest_1350			
locus_0893	NC_019936.1	1463506	1463758	253	Psest_1351			
locus_0894	NC_019936.1	1464923	1465066	144	Psest_1352			
locus_0896	NC_019936.1	1465923	1466041	119	Psest_1354		operon 254	
locus_0897	NC_019936.1	1467348	1467461	114	Psest_1356		operon 255	
locus_0898	NC_019936.1	1468155	1468241	87	Psest_1357			
locus_0899	NC_019936.1	1469490	1469623	134	Psest_1358	Psest_1359		
locus_0900	NC_019936.1	1470068	1470175	108		Psest_1360		operon 256
locus_0901	NC_019936.1	1473822	1474102	281	Psest_1363			
locus_0902	NC_019936.1	1474505	1474648	144	Psest_1364			
locus_0903	NC_019936.1	1476629	1476849	221	Psest_1365	Psest_1366		
locus_0905	NC_019936.1	1477325	1477403	79		Psest_1368		
locus_0906	NC_019936.1	1478828	1478936	109	Psest_1369	Psest_1370		
locus_0907	NC_019936.1	1479726	1480198	473	Psest_1371	Psest_1372		
locus_0908	NC_019936.1	1482876	1483005	130	Psest_1373			
locus_0909	NC_019936.1	1484233	1484584	352	Psest_1374	Psest_1375		
locus_0913	NC_019936.1	1488917	1489130	214	Psest_1379		operon 257	
locus_0914	NC_019936.1	1490979	1491206	228	Psest_1380	Psest_1381		operon 258
locus_0915	NC_019936.1	1494682	1494869	188	Psest_1383	Psest_1384		
locus_0916	NC_019936.1	1496477	1496670	194	Psest_1386	Psest_1387		
locus_0918	NC_019936.1	1497791	1497897	107		Psest_1389		
locus_0921	NC_019936.1	1502192	1502441	250	Psest_1392	Psest_1393	operon 259	
locus_0923	NC_019936.1	1504553	1504674	122	Psest_1395		operon 260	
locus_0927	NC_019936.1	1509522	1509823	302	Psest_1401		operon 261	
locus_0928	NC_019936.1	1510433	1510532	100	Psest_1402	Psest_1403		
locus_0929	NC_019936.1	1511813	1511992	180	Psest_1404	Psest_1405		
locus_0930	NC_019936.1	1515654	1516087	434	Psest_1407	Psest_1408	operon 262	operon 263
locus_0932	NC_019936.1	1519048	1519174	127	Psest_1411	Psest_1412		
locus_0933	NC_019936.1	1520333	1520637	305		Psest_1413		
locus_0934	NC_019936.1	1522836	1523292	457	Psest_1414	Psest_1415		
locus_0935	NC_019936.1	1525048	1525803	756		Psest_1417		
locus_0936	NC_019936.1	1527985	1528080	96	Psest_1418			
locus_0937	NC_019936.1	1528978	1529090	113	Psest_1419	Psest_1420		operon 264
locus_0938	NC_019936.1	1531433	1531595	163	Psest_1422			
locus_0939	NC_019936.1	1533729	1534109	381	Psest_1423			
locus_0942	NC_019936.1	1537942	1538021	80	Psest_1428		operon 265	
locus_0945	NC_019936.1	1541168	1541562	395	Psest_1431	Psest_1432	operon 266	
locus_0946	NC_019936.1	1545030	1545277	248	Psest_1433	Psest_1434		operon 267
locus_0948	NC_019936.1	1547746	1547880	135	Psest_1436			
locus_0951	NC_019936.1	1550092	1550352	261	Psest_1439		operon 268	
locus_0952	NC_019936.1	1551169	1551535	367	Psest_1440			
locus_0954	NC_019936.1	1553368	1553597	230	Psest_1442			
locus_0956	NC_019936.1	1555891	1556136	246	Psest_1446	Psest_1447	operon 269	
locus_0957	NC_019936.1	1556773	1556847	75		Psest_1448		operon 270
locus_0958	NC_019936.1	1557304	1557383	80		Psest_1449		
locus_0959	NC_019936.1	1559294	1559450	157	Psest_1450			
locus_0960	NC_019936.1	1560042	1560201	160	Psest_1451	Psest_1452		
locus_0962	NC_019936.1	1564648	1564773	126		Psest_1455		
locus_0963	NC_019936.1	1566295	1566375	81	Psest_1456			
locus_0964	NC_019936.1	1566901	1567203	303	Psest_1457	Psest_1458	operon 271	
locus_0965	NC_019936.1	1567979	1568225	247	Psest_1459	Psest_1460		operon 272
locus_0966	NC_019936.1	1569797	1570050	254		Psest_1462		
locus_0969	NC_019936.1	1574326	1574455	130	Psest_1466		operon 273	
locus_0970	NC_019936.1	1574882	1574913	32	Psest_1467	Psest_1468		operon 274
locus_0975	NC_019936.1	1579770	1580140	371	Psest_1474	Psest_1475	operon 275	operon 276
locus_0977	NC_019936.1	1584485	1584610	126	Psest_1480	Psest_1481	operon 277	
locus_0978	NC_019936.1	1585844	1585982	139		Psest_1482		
locus_0979	NC_019936.1	1586576	1586798	223	Psest_1483	Psest_1484		
locus_0982	NC_019936.1	1590504	1590663	160	Psest_1487		operon 278	
locus_0983	NC_019936.1	1591921	1592351	431	Psest_1488	Psest_1489		operon 279
locus_0984	NC_019936.1	1593647	1593911	265	Psest_1491			
locus_0985	NC_019936.1	1594383	1594727	345	Psest_1492	Psest_1493		
locus_0986	NC_019936.1	1596504	1596653	150		Psest_1494		
locus_0987	NC_019936.1	1597404	1597558	155		Psest_1495		operon 280
locus_0994	NC_019936.1	1605134	1605222	89		Psest_1505		operon 281
locus_0996	NC_019936.1	1606624	1606719	96		Psest_1507		
locus_0997	NC_019936.1	1606796	1606995	200		Psest_1508		
locus_0998	NC_019936.1	1608493	1608736	244		Psest_1509		
locus_0999	NC_019936.1	1611268	1611377	110	Psest_1510	Psest_1511		operon 282
locus_1002	NC_019936.1	1613817	1614043	227	Psest_1514	Psest_1515	operon 283	operon 284
locus_1004	NC_019936.1	1616037	1616131	95		Psest_1517		
locus_1005	NC_019936.1	1617002	1617133	132		Psest_1518		
locus_1006	NC_019936.1	1617224	1617389	166		Psest_1519		
locus_1010	NC_019936.1	1623345	1623786	442	Psest_1523	Psest_1524	operon 285	operon 286
locus_1012	NC_019936.1	1627032	1627137	106	Psest_1526			
locus_1013	NC_019936.1	1630606	1630875	270	Psest_1527	Psest_1528		
locus_1014	NC_019936.1	1631437	1631593	157		Psest_1529		operon 287
locus_1015	NC_019936.1	1635007	1635220	214	Psest_1532	Psest_1533		
locus_1017	NC_019936.1	1635387	1635643	257		Psest_1535		
locus_1018	NC_019936.1	1636930	1637120	191	Psest_1536			
locus_1019	NC_019936.1	1637340	1637543	204	Psest_1537	Psest_1538		
locus_1020	NC_019936.1	1639350	1639469	120	Psest_1539			
locus_1021	NC_019936.1	1641832	1642010	179	Psest_1542	Psest_1543	operon 288	operon 289
locus_1023	NC_019936.1	1644281	1644408	128		Psest_1545		
locus_1024	NC_019936.1	1646503	1646597	95		Psest_1546		operon 290
locus_1026	NC_019936.1	1648457	1648581	125		Psest_1548		
locus_1027	NC_019936.1	1649678	1649741	64		Psest_1549		operon 291
locus_1028	NC_019936.1	1651245	1651339	95		Psest_1550		
locus_1029	NC_019936.1	1652636	1652677	42		Psest_1551		operon 292
locus_1033	NC_019936.1	1655837	1656111	275	Psest_1555			
locus_1034	NC_019936.1	1656463	1656712	250	Psest_1556	Psest_1557		
locus_1035	NC_019936.1	1659353	1659596	244		Psest_1558		
locus_1036	NC_019936.1	1660245	1660388	144		Psest_1559		operon 293
locus_1041	NC_019936.1	1664623	1664715	93	Psest_1564	Psest_1565		operon 294
locus_1043	NC_019936.1	1669497	1669631	135	Psest_1567	Psest_1568		
locus_1044	NC_019936.1	1670544	1670689	146		Psest_1569		
locus_1046	NC_019936.1	1674907	1675207	301	Psest_1571	Psest_1572	operon 295	operon 296
locus_1047	NC_019936.1	1676281	1676412	132		Psest_1574		
locus_1048	NC_019936.1	1677205	1677304	100		Psest_1575		
locus_1049	NC_019936.1	1679597	1679725	129		Psest_1576		operon 297
locus_1051	NC_019936.1	1684254	1684494	241	Psest_1578	Psest_1579		
locus_1052	NC_019936.1	1685194	1685275	82		Psest_1580		
locus_1053	NC_019936.1	1686392	1686522	131	Psest_1581	Psest_1582		
locus_1054	NC_019936.1	1688411	1688573	163	Psest_1583			
locus_1056	NC_019936.1	1691249	1691265	17	Psest_1585	Psest_1586	operon 298	
locus_1059	NC_019936.1	1695976	1696171	196	Psest_1590	Psest_1591	operon 299	operon 300
locus_1062	NC_019936.1	1698497	1698980	484	Psest_1595	Psest_1596	operon 301	
locus_1063	NC_019936.1	1701761	1701915	155	Psest_1597	Psest_1598		operon 302
locus_1064	NC_019936.1	1704422	1704502	81	Psest_1600			
locus_1065	NC_019936.1	1706500	1706638	139	Psest_1602	Psest_1603	operon 303	operon 304
locus_1066	NC_019936.1	1710708	1710854	147	Psest_1606	Psest_1607		
locus_1067	NC_019936.1	1713779	1713958	180	Psest_1608			
locus_1068	NC_019936.1	1714325	1714460	136	Psest_1609			
locus_1069	NC_019936.1	1715010	1715146	137	Psest_1610			
locus_1070	NC_019936.1	1715930	1716212	283	Psest_1611	Psest_1612		operon 305
locus_1072	NC_019936.1	1719711	1719913	203		Psest_1615		
locus_1074	NC_019936.1	1722604	1722730	127	Psest_1618	Psest_1619	operon 306	
locus_1075	NC_019936.1	1723541	1723708	168		Psest_1620		
locus_1076	NC_019936.1	1724999	1725083	85		Psest_1621		
locus_1077	NC_019936.1	1726647	1726740	94	Psest_1622			
locus_1079	NC_019936.1	1728233	1728289	57	Psest_1624	Psest_1625	operon 307	
locus_1080	NC_019936.1	1729094	1729243	150	Psest_1626	Psest_1627		
locus_1081	NC_019936.1	1730889	1731029	141	Psest_1628	Psest_1629		
locus_1082	NC_019936.1	1732272	1732367	96	Psest_1630	Psest_1631		
locus_1083	NC_019936.1	1733361	1733539	179	Psest_1632			
locus_1084	NC_019936.1	1734098	1734200	103	Psest_1633			
locus_1086	NC_019936.1	1739006	1739098	93	Psest_1635			
locus_1087	NC_019936.1	1739726	1739865	140	Psest_1636	Psest_1637		
locus_1088	NC_019936.1	1740760	1740870	111		Psest_1638		
locus_1089	NC_019936.1	1741774	1741856	83		Psest_1639		
locus_1090	NC_019936.1	1743210	1743314	105		Psest_1640		
locus_1091	NC_019936.1	1745559	1745718	160		Psest_1641		
locus_1092	NC_019936.1	1746550	1746663	114		Psest_1642		
locus_1093	NC_019936.1	1747204	1747311	108		Psest_1643		
locus_1094	NC_019936.1	1748896	1749089	194	Psest_1644	Psest_1645		
locus_1095	NC_019936.1	1749991	1750167	177	Psest_1646			
locus_1096	NC_019936.1	1752760	1752858	99	Psest_1647			
locus_1097	NC_019936.1	1754569	1754647	79	Psest_1648			
locus_1098	NC_019936.1	1755662	1755847	186	Psest_1649			
locus_1099	NC_019936.1	1756418	1756559	142	Psest_1650			
locus_1101	NC_019936.1	1762928	1763085	158	Psest_1653	Psest_1654	operon 308	
locus_1102	NC_019936.1	1764538	1764871	334		Psest_1655		operon 309
locus_1105	NC_019936.1	1772008	1772153	146		Psest_1663		
locus_1107	NC_019936.1	1775362	1775393	32	Psest_1666	Psest_1667	operon 310	operon 311
locus_1108	NC_019936.1	1779110	1779257	148	Psest_1670	Psest_1671		operon 312
locus_1110	NC_019936.1	1783617	1783661	45		Psest_1675		operon 313
locus_1111	NC_019936.1	1789667	1790225	559	Psest_1679	Psest_1680		operon 314
locus_1112	NC_019936.1	1793421	1793523	103	Psest_1683	Psest_1684		operon 315
locus_1117	NC_019936.1	1797081	1797272	192		Psest_1689		
locus_1118	NC_019936.1	1797510	1797681	172		Psest_1690		operon 316
locus_1120	NC_019936.1	1802808	1802910	103		Psest_1696		
locus_1121	NC_019936.1	1803697	1803806	110		Psest_1697		
locus_1122	NC_019936.1	1806556	1806630	75	Psest_1699	Psest_1700		operon 317
locus_1124	NC_019936.1	1808180	1808299	120		Psest_1702		
locus_1126	NC_019936.1	1811251	1811580	330	Psest_1704	Psest_1705		operon 318
locus_1127	NC_019936.1	1813261	1813385	125		Psest_1707		operon 319
locus_1129	NC_019936.1	1815367	1815469	103		Psest_1710		operon 320
locus_1131	NC_019936.1	1820052	1820146	95	Psest_1712			
locus_1132	NC_019936.1	1820315	1820501	187	Psest_1713	Psest_1714		
locus_1133	NC_019936.1	1822256	1822472	217	Psest_1715	Psest_1716		
locus_1134	NC_019936.1	1824471	1824709	239	Psest_1717	Psest_1718		operon 321
locus_1138	NC_019936.1	1830447	1830676	230		Psest_1724		operon 322
locus_1140	NC_019936.1	1833055	1833220	166		Psest_1727		
locus_1141	NC_019936.1	1834463	1834704	242		Psest_1728		operon 323
locus_1143	NC_019936.1	1836223	1836262	40		Psest_1730		operon 324
locus_1147	NC_019936.1	1840738	1840956	219	Psest_1736	Psest_1737		operon 325
locus_1149	NC_019936.1	1844383	1844473	91		Psest_1739		operon 326
locus_1156	NC_019936.1	1852246	1852336	91		Psest_1747		
locus_1157	NC_019936.1	1853126	1853212	87		Psest_1748		operon 327
locus_1158	NC_019936.1	1854023	1854104	82		Psest_1749		
locus_1160	NC_019936.1	1855002	1855135	134		Psest_1751		
locus_1161	NC_019936.1	1857419	1857553	135	Psest_1753	Psest_1754	operon 328	operon 329
